Number,Magnitude,Magnitude error,R_e,R_e error (arcsec),Redshift,Paper,Band,R_e (Unit),Magnitude Type
,-9.880,,0.905,,6,M18,UV,kpc,Absolute
,-10.364,,0.325,,6,M18,UV,kpc,Absolute
,-10.909,,0.339,,6,M18,UV,kpc,Absolute
,-11.413,,0.641,,6,M18,UV,kpc,Absolute
,-10.339,,0.202,,6,M18,UV,kpc,Absolute
,-21.753,,0.602,,6,M18,UV,kpc,Absolute
,-16.241,,1.048,,6,M18,UV,kpc,Absolute
,-16.580,,0.686,,6,M18,UV,kpc,Absolute
,-17.884,,0.426,,6,M18,UV,kpc,Absolute
,-15.270,,0.923,,6,M18,UV,kpc,Absolute
,-13.884,,0.248,,6,M18,UV,kpc,Absolute
,-15.707,,0.070,,6,M18,UV,kpc,Absolute
,-14.865,,0.169,,6,M18,UV,kpc,Absolute
,-13.716,,0.798,,6,M18,UV,kpc,Absolute
,-14.246,,0.320,,6,M18,UV,kpc,Absolute
,-13.455,,0.300,,6,M18,UV,kpc,Absolute
,-12.256,,0.495,,6,M18,UV,kpc,Absolute
,-13.002,,0.188,,6,M18,UV,kpc,Absolute
,-11.422,,0.234,,6,M18,UV,kpc,Absolute
,-13.854,,0.469,,6,M18,UV,kpc,Absolute
,-10.912,,0.437,,6,M18,UV,kpc,Absolute
,-14.239,,0.123,,6,M18,UV,kpc,Absolute
,-10.315,,0.269,,6,M18,UV,kpc,Absolute
,-12.437,,0.151,,6,M18,UV,kpc,Absolute
,-13.208,,0.086,,6,M18,UV,kpc,Absolute
,-13.119,,0.246,,6,M18,UV,kpc,Absolute
,-13.262,,0.073,,6,M18,UV,kpc,Absolute
,-11.059,,0.130,,6,M18,UV,kpc,Absolute
,-11.080,,0.195,,6,M18,UV,kpc,Absolute
,-10.888,,0.451,,6,M18,UV,kpc,Absolute
,-12.126,,0.364,,6,M18,UV,kpc,Absolute
,-13.586,,0.644,,6,M18,UV,kpc,Absolute
,-13.405,,0.386,,6,M18,UV,kpc,Absolute
,-20.748,,0.525,,6,M18,UV,kpc,Absolute
,-17.485,,0.505,,6,M18,UV,kpc,Absolute
,-15.529,,0.288,,6,M18,UV,kpc,Absolute
,-13.644,,0.206,,6,M18,UV,kpc,Absolute
,-14.778,,0.036,,6,M18,UV,kpc,Absolute
,-15.511,,0.416,,6,M18,UV,kpc,Absolute
,-12.967,,0.828,,6,M18,UV,kpc,Absolute
,-14.484,,0.111,,6,M18,UV,kpc,Absolute
,-12.934,,0.000,,6,M18,UV,kpc,Absolute
,-11.767,,0.498,,6,M18,UV,kpc,Absolute
,-10.801,,0.563,,6,M18,UV,kpc,Absolute
,-11.459,,0.763,,6,M18,UV,kpc,Absolute
,-11.050,,0.174,,6,M18,UV,kpc,Absolute
,-18.412,,0.706,,6,M18,UV,kpc,Absolute
,-14.555,,0.439,,6,M18,UV,kpc,Absolute
,-12.869,,0.580,,6,M18,UV,kpc,Absolute
,-10.673,,0.578,,6,M18,UV,kpc,Absolute
,-16.696,,1.136,,6,M18,UV,kpc,Absolute
,-15.344,,0.245,,6,M18,UV,kpc,Absolute
,-13.823,,0.371,,6,M18,UV,kpc,Absolute
,-13.039,,0.600,,6,M18,UV,kpc,Absolute
,-11.628,,0.693,,6,M18,UV,kpc,Absolute
,-15.513,,0.730,,6,M18,UV,kpc,Absolute
,-15.701,,0.236,,6,M18,UV,kpc,Absolute
,-11.210,,0.186,,6,M18,UV,kpc,Absolute
,-15.615,,0.193,,6,M18,UV,kpc,Absolute
,-10.394,,0.996,,6,M18,UV,kpc,Absolute
,-10.550,,0.515,,6,M18,UV,kpc,Absolute
,-9.253,,0.210,,6,M18,UV,kpc,Absolute
,-9.484,,0.121,,6,M18,UV,kpc,Absolute
,-8.037,,0.249,,6,M18,UV,kpc,Absolute
,-8.060,,0.452,,6,M18,UV,kpc,Absolute
,-11.950,,0.321,,6,M18,UV,kpc,Absolute
,-17.786,,0.333,,6,M18,UV,kpc,Absolute
,-15.023,,0.543,,6,M18,UV,kpc,Absolute
,-14.112,,0.845,,6,M18,UV,kpc,Absolute
,-13.111,,0.243,,6,M18,UV,kpc,Absolute
,-13.649,,0.570,,6,M18,UV,kpc,Absolute
,-14.030,,0.106,,6,M18,UV,kpc,Absolute
,-10.844,,0.546,,6,M18,UV,kpc,Absolute
,-10.943,,0.243,,6,M18,UV,kpc,Absolute
,-12.415,,0.073,,6,M18,UV,kpc,Absolute
,-11.071,,0.590,,6,M18,UV,kpc,Absolute
,-8.498,,0.142,,6,M18,UV,kpc,Absolute
,-11.403,,0.222,,6,M18,UV,kpc,Absolute
,-9.581,,0.200,,6,M18,UV,kpc,Absolute
,-10.853,,0.190,,6,M18,UV,kpc,Absolute
,-9.534,,0.092,,6,M18,UV,kpc,Absolute
,-10.577,,0.406,,6,M18,UV,kpc,Absolute
,-15.473,,0.624,,6,M18,UV,kpc,Absolute
,-12.751,,0.680,,6,M18,UV,kpc,Absolute
,-8.085,,0.148,,6,M18,UV,kpc,Absolute
,-10.073,,0.903,,6,M18,UV,kpc,Absolute
,-7.770,,0.079,,6,M18,UV,kpc,Absolute
,-7.784,,0.317,,6,M18,UV,kpc,Absolute
,-8.253,,0.326,,6,M18,UV,kpc,Absolute
,-14.748,,0.262,,6,M18,UV,kpc,Absolute
,-13.802,,0.226,,6,M18,UV,kpc,Absolute
,-14.880,,0.108,,6,M18,UV,kpc,Absolute
,-13.013,,0.736,,6,M18,UV,kpc,Absolute
,-11.753,,0.383,,6,M18,UV,kpc,Absolute
,-11.173,,0.281,,6,M18,UV,kpc,Absolute
,-14.415,,0.108,,6,M18,UV,kpc,Absolute
,-10.940,,0.031,,6,M18,UV,kpc,Absolute
,-10.225,,0.225,,6,M18,UV,kpc,Absolute
,-10.112,,0.060,,6,M18,UV,kpc,Absolute
,-8.524,,0.301,,6,M18,UV,kpc,Absolute
,-8.834,,0.267,,6,M18,UV,kpc,Absolute
,-9.246,,0.155,,6,M18,UV,kpc,Absolute
,-9.253,,0.245,,6,M18,UV,kpc,Absolute
,-8.813,,0.303,,6,M18,UV,kpc,Absolute
,-11.048,,0.191,,6,M18,UV,kpc,Absolute
,-16.167,,0.271,,6,M18,UV,kpc,Absolute
,-12.299,,0.503,,6,M18,UV,kpc,Absolute
,-11.774,,0.291,,6,M18,UV,kpc,Absolute
,-12.243,,0.048,,6,M18,UV,kpc,Absolute
,-10.909,,0.111,,6,M18,UV,kpc,Absolute
,-10.200,,0.015,,6,M18,UV,kpc,Absolute
,-12.001,,0.031,,6,M18,UV,kpc,Absolute
,-8.464,,0.570,,6,M18,UV,kpc,Absolute
,-8.282,,0.264,,6,M18,UV,kpc,Absolute
,-14.506,,0.382,,6,M18,UV,kpc,Absolute
,-13.781,,0.619,,6,M18,UV,kpc,Absolute
,-10.728,,0.439,,6,M18,UV,kpc,Absolute
,-8.095,,0.225,,6,M18,UV,kpc,Absolute
,-11.563,,0.967,,6,M18,UV,kpc,Absolute
,-17.708,,0.294,,6,M18,UV,kpc,Absolute
,-12.670,,0.144,,6,M18,UV,kpc,Absolute
,-10.096,,0.421,,6,M18,UV,kpc,Absolute
,-11.269,,0.077,,6,M18,UV,kpc,Absolute
,-15.109,,0.170,,6,M18,UV,kpc,Absolute
,-11.884,,0.036,,6,M18,UV,kpc,Absolute
,-15.217,,0.169,,6,M18,UV,kpc,Absolute
,-12.725,,0.318,,6,M18,UV,kpc,Absolute
,-8.854,,0.428,,6,M18,UV,kpc,Absolute
,-10.214,,0.407,,6,M18,UV,kpc,Absolute
,-5.831,,0.151,,6,M18,UV,kpc,Absolute
,-21.001,,0.405,,7,M18,UV,kpc,Absolute
,-17.630,,0.382,,7,M18,UV,kpc,Absolute
,-16.513,,0.357,,7,M18,UV,kpc,Absolute
,-17.533,,0.242,,7,M18,UV,kpc,Absolute
,-14.693,,0.521,,7,M18,UV,kpc,Absolute
,-17.705,,0.370,,7,M18,UV,kpc,Absolute
,-15.509,,0.430,,7,M18,UV,kpc,Absolute
,-14.560,,0.511,,7,M18,UV,kpc,Absolute
,-16.732,,0.153,,7,M18,UV,kpc,Absolute
,-16.422,,0.286,,7,M18,UV,kpc,Absolute
,-14.900,,0.411,,7,M18,UV,kpc,Absolute
,-13.643,,0.665,,7,M18,UV,kpc,Absolute
,-13.471,,0.081,,7,M18,UV,kpc,Absolute
,-13.510,,0.345,,7,M18,UV,kpc,Absolute
,-14.120,,0.604,,7,M18,UV,kpc,Absolute
,-14.378,,0.250,,7,M18,UV,kpc,Absolute
,-13.754,,0.886,,7,M18,UV,kpc,Absolute
,-13.499,,0.508,,7,M18,UV,kpc,Absolute
,-14.930,,0.132,,7,M18,UV,kpc,Absolute
,-13.417,,0.387,,7,M18,UV,kpc,Absolute
,-13.721,,0.179,,7,M18,UV,kpc,Absolute
,-13.143,,0.025,,7,M18,UV,kpc,Absolute
,-14.812,,0.301,,7,M18,UV,kpc,Absolute
,-14.038,,0.062,,7,M18,UV,kpc,Absolute
,-12.060,,0.607,,7,M18,UV,kpc,Absolute
,-13.173,,0.686,,7,M18,UV,kpc,Absolute
,-14.769,,0.163,,7,M18,UV,kpc,Absolute
,-13.129,,0.509,,7,M18,UV,kpc,Absolute
,-14.651,,0.191,,7,M18,UV,kpc,Absolute
,-14.189,,0.114,,7,M18,UV,kpc,Absolute
,-14.004,,0.428,,7,M18,UV,kpc,Absolute
,-13.069,,0.315,,7,M18,UV,kpc,Absolute
,-12.834,,0.381,,7,M18,UV,kpc,Absolute
,-14.988,,0.048,,7,M18,UV,kpc,Absolute
,-12.720,,0.700,,7,M18,UV,kpc,Absolute
,-13.813,,0.014,,7,M18,UV,kpc,Absolute
,-13.214,,0.215,,7,M18,UV,kpc,Absolute
,-11.620,,0.494,,7,M18,UV,kpc,Absolute
,-13.959,,0.135,,7,M18,UV,kpc,Absolute
,-13.369,,0.325,,7,M18,UV,kpc,Absolute
,-13.513,,0.014,,7,M18,UV,kpc,Absolute
,-13.308,,0.567,,7,M18,UV,kpc,Absolute
,-11.781,,0.282,,7,M18,UV,kpc,Absolute
,-13.190,,0.000,,7,M18,UV,kpc,Absolute
,-11.681,,0.403,,7,M18,UV,kpc,Absolute
,-12.637,,0.428,,7,M18,UV,kpc,Absolute
,-11.827,,0.406,,7,M18,UV,kpc,Absolute
,-12.239,,0.608,,7,M18,UV,kpc,Absolute
,-12.599,,0.191,,7,M18,UV,kpc,Absolute
,-10.856,,0.375,,7,M18,UV,kpc,Absolute
,-11.846,,0.335,,7,M18,UV,kpc,Absolute
,-12.944,,0.195,,7,M18,UV,kpc,Absolute
,-13.573,,0.059,,7,M18,UV,kpc,Absolute
,-12.256,,0.104,,7,M18,UV,kpc,Absolute
,-11.513,,0.611,,7,M18,UV,kpc,Absolute
,-12.673,,0.673,,7,M18,UV,kpc,Absolute
,-10.529,,0.323,,7,M18,UV,kpc,Absolute
,-11.177,,0.420,,7,M18,UV,kpc,Absolute
,-11.152,,0.253,,7,M18,UV,kpc,Absolute
,-12.065,,0.594,,7,M18,UV,kpc,Absolute
,-11.530,,0.334,,7,M18,UV,kpc,Absolute
,-14.426,,0.117,,7,M18,UV,kpc,Absolute
,-13.156,,0.270,,7,M18,UV,kpc,Absolute
,-10.234,,0.241,,7,M18,UV,kpc,Absolute
,-12.886,,0.509,,7,M18,UV,kpc,Absolute
,-11.323,,0.609,,7,M18,UV,kpc,Absolute
,-10.070,,0.406,,7,M18,UV,kpc,Absolute
,-12.951,,0.010,,7,M18,UV,kpc,Absolute
,-12.170,,0.380,,7,M18,UV,kpc,Absolute
,-10.526,,0.217,,7,M18,UV,kpc,Absolute
,-19.631,,0.364,,7,M18,UV,kpc,Absolute
,-17.076,,0.837,,7,M18,UV,kpc,Absolute
,-17.694,,0.236,,7,M18,UV,kpc,Absolute
,-15.334,,0.405,,7,M18,UV,kpc,Absolute
,-14.752,,0.088,,7,M18,UV,kpc,Absolute
,-14.816,,0.163,,7,M18,UV,kpc,Absolute
,-15.099,,0.277,,7,M18,UV,kpc,Absolute
,-15.842,,0.173,,7,M18,UV,kpc,Absolute
,-13.525,,0.412,,7,M18,UV,kpc,Absolute
,-13.363,,0.037,,7,M18,UV,kpc,Absolute
,-13.652,,0.208,,7,M18,UV,kpc,Absolute
,-14.761,,0.225,,7,M18,UV,kpc,Absolute
,-14.189,,0.275,,7,M18,UV,kpc,Absolute
,-13.950,,0.218,,7,M18,UV,kpc,Absolute
,-14.778,,0.302,,7,M18,UV,kpc,Absolute
,-13.186,,0.511,,7,M18,UV,kpc,Absolute
,-12.225,,0.707,,7,M18,UV,kpc,Absolute
,-11.859,,0.570,,7,M18,UV,kpc,Absolute
,-12.239,,0.000,,7,M18,UV,kpc,Absolute
,-13.117,,0.182,,7,M18,UV,kpc,Absolute
,-13.181,,0.221,,7,M18,UV,kpc,Absolute
,-11.431,,0.267,,7,M18,UV,kpc,Absolute
,-14.812,,0.156,,7,M18,UV,kpc,Absolute
,-12.384,,0.690,,7,M18,UV,kpc,Absolute
,-11.681,,0.529,,7,M18,UV,kpc,Absolute
,-12.886,,0.380,,7,M18,UV,kpc,Absolute
,-11.056,,0.272,,7,M18,UV,kpc,Absolute
,-12.765,,0.407,,7,M18,UV,kpc,Absolute
,-12.474,,0.496,,7,M18,UV,kpc,Absolute
,-12.434,,0.412,,7,M18,UV,kpc,Absolute
,-10.804,,0.200,,7,M18,UV,kpc,Absolute
,-11.801,,0.170,,7,M18,UV,kpc,Absolute
,-14.651,,0.099,,7,M18,UV,kpc,Absolute
,-11.666,,0.186,,7,M18,UV,kpc,Absolute
,-13.115,,0.360,,7,M18,UV,kpc,Absolute
,-12.269,,1.127,,7,M18,UV,kpc,Absolute
,-19.963,,0.176,,7,M18,UV,kpc,Absolute
,-18.452,,0.088,,7,M18,UV,kpc,Absolute
,-14.581,,0.937,,7,M18,UV,kpc,Absolute
,-16.422,,0.155,,7,M18,UV,kpc,Absolute
,-14.892,,0.152,,7,M18,UV,kpc,Absolute
,-14.523,,1.007,,7,M18,UV,kpc,Absolute
,-14.307,,0.595,,7,M18,UV,kpc,Absolute
,-14.857,,0.053,,7,M18,UV,kpc,Absolute
,-15.124,,0.108,,7,M18,UV,kpc,Absolute
,-12.513,,0.552,,7,M18,UV,kpc,Absolute
,-13.117,,0.163,,7,M18,UV,kpc,Absolute
,-12.918,,0.560,,7,M18,UV,kpc,Absolute
,-10.906,,0.544,,7,M18,UV,kpc,Absolute
,-19.479,,0.742,,7,M18,UV,kpc,Absolute
,-15.732,,0.859,,7,M18,UV,kpc,Absolute
,-13.035,,0.512,,7,M18,UV,kpc,Absolute
,-14.684,,0.222,,7,M18,UV,kpc,Absolute
,-14.211,,0.084,,7,M18,UV,kpc,Absolute
,-13.950,,0.072,,7,M18,UV,kpc,Absolute
,-20.346,,0.342,,7,M18,UV,kpc,Absolute
,-16.612,,0.079,,7,M18,UV,kpc,Absolute
,-14.420,,0.263,,7,M18,UV,kpc,Absolute
,-11.588,,0.435,,7,M18,UV,kpc,Absolute
,-11.651,,0.548,,7,M18,UV,kpc,Absolute
,-16.013,,0.398,,7,M18,UV,kpc,Absolute
,-13.525,,0.273,,7,M18,UV,kpc,Absolute
,-13.139,,0.116,,7,M18,UV,kpc,Absolute
,-10.016,,0.312,,7,M18,UV,kpc,Absolute
,-11.984,,0.194,,7,M18,UV,kpc,Absolute
,-11.450,,0.169,,7,M18,UV,kpc,Absolute
,-10.441,,0.394,,7,M18,UV,kpc,Absolute
,-8.762,,0.220,,7,M18,UV,kpc,Absolute
,-9.571,,0.175,,7,M18,UV,kpc,Absolute
,-9.560,,0.219,,7,M18,UV,kpc,Absolute
,-8.736,,0.155,,7,M18,UV,kpc,Absolute
,-10.240,,0.468,,7,M18,UV,kpc,Absolute
,-17.136,,0.453,,7,M18,UV,kpc,Absolute
,-13.173,,0.284,,7,M18,UV,kpc,Absolute
,-11.364,,0.265,,7,M18,UV,kpc,Absolute
,-12.337,,0.112,,7,M18,UV,kpc,Absolute
,-10.801,,0.381,,7,M18,UV,kpc,Absolute
,-11.160,,0.229,,7,M18,UV,kpc,Absolute
,-10.675,,0.166,,7,M18,UV,kpc,Absolute
,-10.548,,0.205,,7,M18,UV,kpc,Absolute
,-10.924,,0.191,,7,M18,UV,kpc,Absolute
,-8.823,,0.144,,7,M18,UV,kpc,Absolute
,-11.513,,0.153,,7,M18,UV,kpc,Absolute
,-9.804,,0.251,,7,M18,UV,kpc,Absolute
,-8.075,,0.428,,7,M18,UV,kpc,Absolute
,-16.814,,0.144,,7,M18,UV,kpc,Absolute
,-14.707,,0.440,,7,M18,UV,kpc,Absolute
,-14.260,,0.186,,7,M18,UV,kpc,Absolute
,-12.006,,0.263,,7,M18,UV,kpc,Absolute
,-9.232,,0.188,,7,M18,UV,kpc,Absolute
,-11.334,,0.194,,7,M18,UV,kpc,Absolute
,-12.212,,0.441,,7,M18,UV,kpc,Absolute
,-8.154,,0.174,,7,M18,UV,kpc,Absolute
,-9.941,,0.114,,7,M18,UV,kpc,Absolute
,-9.512,,0.064,,7,M18,UV,kpc,Absolute
,-8.494,,0.282,,7,M18,UV,kpc,Absolute
,-14.450,,0.262,,7,M18,UV,kpc,Absolute
,-14.693,,0.335,,7,M18,UV,kpc,Absolute
,-13.342,,0.633,,7,M18,UV,kpc,Absolute
,-10.524,,0.401,,7,M18,UV,kpc,Absolute
,-12.101,,0.064,,7,M18,UV,kpc,Absolute
,-12.071,,0.132,,7,M18,UV,kpc,Absolute
,-10.652,,0.049,,7,M18,UV,kpc,Absolute
,-9.636,,0.032,,7,M18,UV,kpc,Absolute
,-10.267,,0.072,,7,M18,UV,kpc,Absolute
,-13.647,,0.807,,7,M18,UV,kpc,Absolute
,-11.572,,0.402,,7,M18,UV,kpc,Absolute
,-11.173,,0.317,,7,M18,UV,kpc,Absolute
,-9.334,,0.289,,7,M18,UV,kpc,Absolute
,-10.093,,0.259,,7,M18,UV,kpc,Absolute
,-9.346,,0.196,,7,M18,UV,kpc,Absolute
,-9.211,,0.189,,7,M18,UV,kpc,Absolute
,-8.792,,0.177,,7,M18,UV,kpc,Absolute
,-8.884,,0.410,,7,M18,UV,kpc,Absolute
,-13.395,,0.194,,7,M18,UV,kpc,Absolute
,-13.043,,0.223,,7,M18,UV,kpc,Absolute
,-13.728,,0.043,,7,M18,UV,kpc,Absolute
,-10.455,,0.240,,7,M18,UV,kpc,Absolute
,-11.961,,0.094,,7,M18,UV,kpc,Absolute
,-8.111,,0.219,,7,M18,UV,kpc,Absolute
,-8.748,,0.175,,7,M18,UV,kpc,Absolute
,-8.694,,0.395,,7,M18,UV,kpc,Absolute
,-12.874,,0.147,,7,M18,UV,kpc,Absolute
,-15.057,,0.159,,7,M18,UV,kpc,Absolute
,-9.432,,0.309,,7,M18,UV,kpc,Absolute
,-9.967,,0.053,,7,M18,UV,kpc,Absolute
,-13.527,,0.372,,7,M18,UV,kpc,Absolute
,-9.641,,0.239,,7,M18,UV,kpc,Absolute
,-10.080,,0.292,,7,M18,UV,kpc,Absolute
,-11.956,,0.091,,7,M18,UV,kpc,Absolute
,-10.732,,0.053,,7,M18,UV,kpc,Absolute
,-9.904,,0.124,,7,M18,UV,kpc,Absolute
,-7.495,,0.108,,7,M18,UV,kpc,Absolute
,-6.006,,0.061,,7,M18,UV,kpc,Absolute
,-6.604,,0.109,,7,M18,UV,kpc,Absolute
,-22.384,,0.564,,8,M18,UV,kpc,Absolute
,-16.521,,0.327,,8,M18,UV,kpc,Absolute
,-14.712,,0.283,,8,M18,UV,kpc,Absolute
,-18.405,,0.333,,8,M18,UV,kpc,Absolute
,-16.167,,0.246,,8,M18,UV,kpc,Absolute
,-16.039,,0.217,,8,M18,UV,kpc,Absolute
,-15.809,,0.425,,8,M18,UV,kpc,Absolute
,-17.017,,0.303,,8,M18,UV,kpc,Absolute
,-14.900,,0.446,,8,M18,UV,kpc,Absolute
,-14.253,,0.186,,8,M18,UV,kpc,Absolute
,-14.900,,0.155,,8,M18,UV,kpc,Absolute
,-15.554,,0.458,,8,M18,UV,kpc,Absolute
,-15.127,,0.570,,8,M18,UV,kpc,Absolute
,-13.358,,0.521,,8,M18,UV,kpc,Absolute
,-15.013,,0.681,,8,M18,UV,kpc,Absolute
,-15.070,,0.375,,8,M18,UV,kpc,Absolute
,-14.636,,0.178,,8,M18,UV,kpc,Absolute
,-13.874,,0.697,,8,M18,UV,kpc,Absolute
,-14.698,,0.277,,8,M18,UV,kpc,Absolute
,-13.585,,0.290,,8,M18,UV,kpc,Absolute
,-12.630,,0.423,,8,M18,UV,kpc,Absolute
,-16.203,,0.173,,8,M18,UV,kpc,Absolute
,-13.854,,0.193,,8,M18,UV,kpc,Absolute
,-12.751,,0.417,,8,M18,UV,kpc,Absolute
,-13.465,,0.197,,8,M18,UV,kpc,Absolute
,-16.175,,0.118,,8,M18,UV,kpc,Absolute
,-16.538,,0.248,,8,M18,UV,kpc,Absolute
,-11.127,,0.686,,8,M18,UV,kpc,Absolute
,-12.485,,0.402,,8,M18,UV,kpc,Absolute
,-13.844,,0.511,,8,M18,UV,kpc,Absolute
,-11.431,,0.371,,8,M18,UV,kpc,Absolute
,-13.035,,0.316,,8,M18,UV,kpc,Absolute
,-13.656,,0.258,,8,M18,UV,kpc,Absolute
,-13.319,,0.037,,8,M18,UV,kpc,Absolute
,-14.239,,0.422,,8,M18,UV,kpc,Absolute
,-13.332,,0.150,,8,M18,UV,kpc,Absolute
,-13.893,,0.285,,8,M18,UV,kpc,Absolute
,-12.012,,0.155,,8,M18,UV,kpc,Absolute
,-13.573,,0.184,,8,M18,UV,kpc,Absolute
,-12.477,,0.512,,8,M18,UV,kpc,Absolute
,-13.024,,0.184,,8,M18,UV,kpc,Absolute
,-14.274,,0.254,,8,M18,UV,kpc,Absolute
,-13.792,,0.068,,8,M18,UV,kpc,Absolute
,-11.292,,0.170,,8,M18,UV,kpc,Absolute
,-12.828,,0.251,,8,M18,UV,kpc,Absolute
,-12.445,,0.041,,8,M18,UV,kpc,Absolute
,-11.213,,0.377,,8,M18,UV,kpc,Absolute
,-12.184,,0.208,,8,M18,UV,kpc,Absolute
,-14.869,,0.101,,8,M18,UV,kpc,Absolute
,-12.477,,0.531,,8,M18,UV,kpc,Absolute
,-13.331,,0.357,,8,M18,UV,kpc,Absolute
,-11.189,,0.130,,8,M18,UV,kpc,Absolute
,-13.446,,0.156,,8,M18,UV,kpc,Absolute
,-14.151,,0.033,,8,M18,UV,kpc,Absolute
,-10.318,,0.211,,8,M18,UV,kpc,Absolute
,-11.859,,0.631,,8,M18,UV,kpc,Absolute
,-11.612,,0.301,,8,M18,UV,kpc,Absolute
,-11.164,,0.169,,8,M18,UV,kpc,Absolute
,-12.537,,0.327,,8,M18,UV,kpc,Absolute
,-10.923,,0.303,,8,M18,UV,kpc,Absolute
,-11.413,,0.366,,8,M18,UV,kpc,Absolute
,-10.637,,0.161,,8,M18,UV,kpc,Absolute
,-14.189,,0.013,,8,M18,UV,kpc,Absolute
,-10.292,,0.425,,8,M18,UV,kpc,Absolute
,-11.746,,0.183,,8,M18,UV,kpc,Absolute
,-11.130,,0.148,,8,M18,UV,kpc,Absolute
,-11.313,,0.458,,8,M18,UV,kpc,Absolute
,-18.272,,0.901,,8,M18,UV,kpc,Absolute
,-17.742,,0.732,,8,M18,UV,kpc,Absolute
,-18.361,,0.102,,8,M18,UV,kpc,Absolute
,-16.050,,0.563,,8,M18,UV,kpc,Absolute
,-16.572,,0.194,,8,M18,UV,kpc,Absolute
,-14.934,,0.376,,8,M18,UV,kpc,Absolute
,-14.873,,0.353,,8,M18,UV,kpc,Absolute
,-16.477,,0.105,,8,M18,UV,kpc,Absolute
,-15.248,,0.043,,8,M18,UV,kpc,Absolute
,-13.248,,0.227,,8,M18,UV,kpc,Absolute
,-13.732,,0.141,,8,M18,UV,kpc,Absolute
,-12.792,,0.384,,8,M18,UV,kpc,Absolute
,-14.523,,0.049,,8,M18,UV,kpc,Absolute
,-13.173,,0.772,,8,M18,UV,kpc,Absolute
,-12.927,,0.345,,8,M18,UV,kpc,Absolute
,-13.546,,0.097,,8,M18,UV,kpc,Absolute
,-13.303,,0.272,,8,M18,UV,kpc,Absolute
,-13.763,,0.192,,8,M18,UV,kpc,Absolute
,-12.826,,0.134,,8,M18,UV,kpc,Absolute
,-12.189,,0.236,,8,M18,UV,kpc,Absolute
,-14.473,,0.101,,8,M18,UV,kpc,Absolute
,-12.899,,0.031,,8,M18,UV,kpc,Absolute
,-13.638,,0.034,,8,M18,UV,kpc,Absolute
,-12.136,,0.159,,8,M18,UV,kpc,Absolute
,-10.949,,0.390,,8,M18,UV,kpc,Absolute
,-12.821,,0.228,,8,M18,UV,kpc,Absolute
,-12.198,,0.042,,8,M18,UV,kpc,Absolute
,-11.696,,0.711,,8,M18,UV,kpc,Absolute
,-17.248,,0.293,,8,M18,UV,kpc,Absolute
,-16.926,,0.528,,8,M18,UV,kpc,Absolute
,-16.956,,0.198,,8,M18,UV,kpc,Absolute
,-16.135,,0.194,,8,M18,UV,kpc,Absolute
,-15.852,,0.246,,8,M18,UV,kpc,Absolute
,-17.463,,0.108,,8,M18,UV,kpc,Absolute
,-15.660,,0.688,,8,M18,UV,kpc,Absolute
,-15.308,,0.032,,8,M18,UV,kpc,Absolute
,-14.560,,0.234,,8,M18,UV,kpc,Absolute
,-13.481,,0.204,,8,M18,UV,kpc,Absolute
,-14.267,,0.050,,8,M18,UV,kpc,Absolute
,-13.645,,0.088,,8,M18,UV,kpc,Absolute
,-11.459,,0.049,,8,M18,UV,kpc,Absolute
,-12.831,,0.047,,8,M18,UV,kpc,Absolute
,-14.128,,0.057,,8,M18,UV,kpc,Absolute
,-14.512,,0.055,,8,M18,UV,kpc,Absolute
,-12.828,,0.230,,8,M18,UV,kpc,Absolute
,-10.753,,0.275,,8,M18,UV,kpc,Absolute
,-14.904,,0.376,,8,M18,UV,kpc,Absolute
,-17.274,,0.487,,8,M18,UV,kpc,Absolute
,-15.650,,0.088,,8,M18,UV,kpc,Absolute
,-13.199,,0.532,,8,M18,UV,kpc,Absolute
,-13.282,,0.164,,8,M18,UV,kpc,Absolute
,-13.232,,0.214,,8,M18,UV,kpc,Absolute
,-11.374,,0.342,,8,M18,UV,kpc,Absolute
,-11.801,,0.368,,8,M18,UV,kpc,Absolute
,-15.707,,0.404,,8,M18,UV,kpc,Absolute
,-15.109,,0.593,,8,M18,UV,kpc,Absolute
,-14.512,,0.104,,8,M18,UV,kpc,Absolute
,-13.913,,0.395,,8,M18,UV,kpc,Absolute
,-14.438,,0.211,,8,M18,UV,kpc,Absolute
,-13.628,,0.300,,8,M18,UV,kpc,Absolute
,-13.671,,0.256,,8,M18,UV,kpc,Absolute
,-16.013,,0.369,,8,M18,UV,kpc,Absolute
,-13.203,,0.040,,8,M18,UV,kpc,Absolute
,-14.104,,0.190,,8,M18,UV,kpc,Absolute
,-12.365,,0.274,,8,M18,UV,kpc,Absolute
,-11.025,,0.474,,8,M18,UV,kpc,Absolute
,-11.908,,0.216,,8,M18,UV,kpc,Absolute
,-9.621,,0.355,,8,M18,UV,kpc,Absolute
,-9.479,,0.087,,8,M18,UV,kpc,Absolute
,-10.905,,0.111,,8,M18,UV,kpc,Absolute
,-12.691,,0.172,,8,M18,UV,kpc,Absolute
,-11.902,,0.170,,8,M18,UV,kpc,Absolute
,-8.406,,0.114,,8,M18,UV,kpc,Absolute
,-9.334,,0.291,,8,M18,UV,kpc,Absolute
,-14.327,,0.215,,8,M18,UV,kpc,Absolute
,-12.526,,0.162,,8,M18,UV,kpc,Absolute
,-13.181,,0.046,,8,M18,UV,kpc,Absolute
,-13.248,,0.552,,8,M18,UV,kpc,Absolute
