Number,Magnitude,Magnitude error,R_e,R_e error (arcsec),Redshift,Paper,Band,R_e (Unit),Magnitude Type
,-13.319,,0.165,,8,M18,UV,kpc,Absolute
,-12.596,,0.218,,8,M18,UV,kpc,Absolute
,-11.950,,0.433,,8,M18,UV,kpc,Absolute
,-11.252,,0.125,,8,M18,UV,kpc,Absolute
,-10.498,,0.452,,8,M18,UV,kpc,Absolute
,-8.576,,0.209,,8,M18,UV,kpc,Absolute
,-14.636,,0.299,,8,M18,UV,kpc,Absolute
,-13.081,,0.744,,8,M18,UV,kpc,Absolute
,-12.884,,0.217,,8,M18,UV,kpc,Absolute
,-14.287,,0.074,,8,M18,UV,kpc,Absolute
,-12.767,,0.515,,8,M18,UV,kpc,Absolute
,-10.635,,0.042,,8,M18,UV,kpc,Absolute
,-10.607,,0.076,,8,M18,UV,kpc,Absolute
,-10.453,,0.066,,8,M18,UV,kpc,Absolute
,-8.913,,0.379,,8,M18,UV,kpc,Absolute
,-11.628,,0.218,,8,M18,UV,kpc,Absolute
,-8.636,,0.140,,8,M18,UV,kpc,Absolute
,-10.801,,0.126,,8,M18,UV,kpc,Absolute
,-13.099,,0.263,,8,M18,UV,kpc,Absolute
,-11.732,,0.467,,8,M18,UV,kpc,Absolute
,-10.834,,0.253,,8,M18,UV,kpc,Absolute
,-10.182,,0.273,,8,M18,UV,kpc,Absolute
,-10.124,,0.102,,8,M18,UV,kpc,Absolute
,-11.247,,0.415,,8,M18,UV,kpc,Absolute
,-10.167,,0.199,,8,M18,UV,kpc,Absolute
,-10.831,,0.162,,8,M18,UV,kpc,Absolute
,-11.263,,0.269,,8,M18,UV,kpc,Absolute
,-12.742,,0.071,,8,M18,UV,kpc,Absolute
,-9.712,,0.247,,8,M18,UV,kpc,Absolute
,-12.580,,0.025,,8,M18,UV,kpc,Absolute
,-11.441,,0.086,,8,M18,UV,kpc,Absolute
,-8.265,,0.386,,8,M18,UV,kpc,Absolute
,-11.774,,0.256,,8,M18,UV,kpc,Absolute
,-12.477,,0.157,,8,M18,UV,kpc,Absolute
,-11.681,,0.115,,8,M18,UV,kpc,Absolute
,-10.690,,0.378,,8,M18,UV,kpc,Absolute
,-10.369,,0.408,,8,M18,UV,kpc,Absolute
,-9.539,,0.231,,8,M18,UV,kpc,Absolute
,-10.089,,0.315,,8,M18,UV,kpc,Absolute
,-10.502,,0.143,,8,M18,UV,kpc,Absolute
,-11.130,,0.257,,8,M18,UV,kpc,Absolute
,-11.125,,0.593,,8,M18,UV,kpc,Absolute
,-11.374,,0.053,,8,M18,UV,kpc,Absolute
,-13.884,,0.173,,8,M18,UV,kpc,Absolute
,-9.581,,0.366,,8,M18,UV,kpc,Absolute
,-9.544,,0.194,,8,M18,UV,kpc,Absolute
,-9.396,,0.276,,8,M18,UV,kpc,Absolute
,-7.404,,0.200,,8,M18,UV,kpc,Absolute
,-12.131,,0.121,,8,M18,UV,kpc,Absolute
,-8.781,,0.015,,8,M18,UV,kpc,Absolute
,-7.557,,0.104,,8,M18,UV,kpc,Absolute
,-9.517,,0.108,,8,M18,UV,kpc,Absolute
,-18.650,,0.477,,9,M18,UV,kpc,Absolute
,-17.243,,0.391,,9,M18,UV,kpc,Absolute
,-15.462,,0.532,,9,M18,UV,kpc,Absolute
,-17.151,,0.567,,9,M18,UV,kpc,Absolute
,-15.692,,0.164,,9,M18,UV,kpc,Absolute
,-15.647,,0.326,,9,M18,UV,kpc,Absolute
,-16.052,,0.231,,9,M18,UV,kpc,Absolute
,-15.633,,0.189,,9,M18,UV,kpc,Absolute
,-14.334,,0.548,,9,M18,UV,kpc,Absolute
,-14.974,,0.318,,9,M18,UV,kpc,Absolute
,-13.424,,0.466,,9,M18,UV,kpc,Absolute
,-12.815,,0.250,,9,M18,UV,kpc,Absolute
,-14.112,,0.532,,9,M18,UV,kpc,Absolute
,-13.864,,0.220,,9,M18,UV,kpc,Absolute
,-11.865,,0.429,,9,M18,UV,kpc,Absolute
,-13.643,,0.368,,9,M18,UV,kpc,Absolute
,-15.522,,0.145,,9,M18,UV,kpc,Absolute
,-15.374,,0.277,,9,M18,UV,kpc,Absolute
,-12.844,,0.298,,9,M18,UV,kpc,Absolute
,-12.495,,0.378,,9,M18,UV,kpc,Absolute
,-13.959,,0.191,,9,M18,UV,kpc,Absolute
,-15.300,,0.086,,9,M18,UV,kpc,Absolute
,-12.872,,0.345,,9,M18,UV,kpc,Absolute
,-12.304,,0.394,,9,M18,UV,kpc,Absolute
,-13.668,,0.267,,9,M18,UV,kpc,Absolute
,-14.021,,0.112,,9,M18,UV,kpc,Absolute
,-13.464,,0.137,,9,M18,UV,kpc,Absolute
,-13.690,,0.118,,9,M18,UV,kpc,Absolute
,-13.823,,0.233,,9,M18,UV,kpc,Absolute
,-11.944,,0.373,,9,M18,UV,kpc,Absolute
,-14.415,,0.371,,9,M18,UV,kpc,Absolute
,-11.302,,0.326,,9,M18,UV,kpc,Absolute
,-11.313,,0.229,,9,M18,UV,kpc,Absolute
,-13.913,,0.022,,9,M18,UV,kpc,Absolute
,-13.024,,0.078,,9,M18,UV,kpc,Absolute
,-12.844,,0.517,,9,M18,UV,kpc,Absolute
,-13.977,,0.335,,9,M18,UV,kpc,Absolute
,-12.488,,0.131,,9,M18,UV,kpc,Absolute
,-14.646,,0.152,,9,M18,UV,kpc,Absolute
,-11.979,,0.529,,9,M18,UV,kpc,Absolute
,-11.979,,0.185,,9,M18,UV,kpc,Absolute
,-14.096,,0.240,,9,M18,UV,kpc,Absolute
,-12.906,,0.059,,9,M18,UV,kpc,Absolute
,-13.282,,0.187,,9,M18,UV,kpc,Absolute
,-11.821,,0.522,,9,M18,UV,kpc,Absolute
,-13.459,,0.092,,9,M18,UV,kpc,Absolute
,-11.413,,0.125,,9,M18,UV,kpc,Absolute
,-15.009,,0.081,,9,M18,UV,kpc,Absolute
,-10.836,,0.315,,9,M18,UV,kpc,Absolute
,-12.023,,0.253,,9,M18,UV,kpc,Absolute
,-12.175,,0.686,,9,M18,UV,kpc,Absolute
,-11.450,,0.261,,9,M18,UV,kpc,Absolute
,-12.773,,0.299,,9,M18,UV,kpc,Absolute
,-10.885,,0.232,,9,M18,UV,kpc,Absolute
,-11.197,,0.128,,9,M18,UV,kpc,Absolute
,-17.583,,0.492,,9,M18,UV,kpc,Absolute
,-19.013,,0.466,,9,M18,UV,kpc,Absolute
,-15.396,,0.117,,9,M18,UV,kpc,Absolute
,-14.967,,0.246,,9,M18,UV,kpc,Absolute
,-15.861,,0.271,,9,M18,UV,kpc,Absolute
,-12.116,,0.249,,9,M18,UV,kpc,Absolute
,-12.456,,0.025,,9,M18,UV,kpc,Absolute
,-15.099,,0.153,,9,M18,UV,kpc,Absolute
,-14.203,,0.260,,9,M18,UV,kpc,Absolute
,-11.711,,0.425,,9,M18,UV,kpc,Absolute
,-14.877,,0.098,,9,M18,UV,kpc,Absolute
,-12.274,,0.322,,9,M18,UV,kpc,Absolute
,-11.961,,0.224,,9,M18,UV,kpc,Absolute
,-11.689,,0.319,,9,M18,UV,kpc,Absolute
,-13.020,,0.023,,9,M18,UV,kpc,Absolute
,-10.326,,0.311,,9,M18,UV,kpc,Absolute
,-10.415,,0.191,,9,M18,UV,kpc,Absolute
,-11.689,,0.293,,9,M18,UV,kpc,Absolute
,-12.485,,0.236,,9,M18,UV,kpc,Absolute
,-18.491,,0.265,,9,M18,UV,kpc,Absolute
,-15.786,,0.250,,9,M18,UV,kpc,Absolute
,-15.300,,0.295,,9,M18,UV,kpc,Absolute
,-15.593,,0.121,,9,M18,UV,kpc,Absolute
,-16.151,,0.543,,9,M18,UV,kpc,Absolute
,-14.616,,0.186,,9,M18,UV,kpc,Absolute
,-14.684,,0.240,,9,M18,UV,kpc,Absolute
,-14.080,,0.218,,9,M18,UV,kpc,Absolute
,-13.276,,0.081,,9,M18,UV,kpc,Absolute
,-12.170,,0.632,,9,M18,UV,kpc,Absolute
,-12.221,,0.250,,9,M18,UV,kpc,Absolute
,-12.481,,0.397,,9,M18,UV,kpc,Absolute
,-18.708,,0.166,,9,M18,UV,kpc,Absolute
,-15.357,,0.302,,9,M18,UV,kpc,Absolute
,-15.562,,0.115,,9,M18,UV,kpc,Absolute
,-14.571,,0.030,,9,M18,UV,kpc,Absolute
,-12.767,,0.469,,9,M18,UV,kpc,Absolute
,-13.181,,0.076,,9,M18,UV,kpc,Absolute
,-13.210,,0.257,,9,M18,UV,kpc,Absolute
,-16.604,,0.406,,9,M18,UV,kpc,Absolute
,-17.655,,0.222,,9,M18,UV,kpc,Absolute
,-13.235,,0.022,,9,M18,UV,kpc,Absolute
,-10.662,,0.335,,9,M18,UV,kpc,Absolute
,-15.543,,0.123,,9,M18,UV,kpc,Absolute
,-16.245,,0.079,,9,M18,UV,kpc,Absolute
,-11.120,,0.223,,9,M18,UV,kpc,Absolute
,-9.892,,0.142,,9,M18,UV,kpc,Absolute
,-13.263,,0.184,,9,M18,UV,kpc,Absolute
,-11.774,,0.473,,9,M18,UV,kpc,Absolute
,-9.196,,0.182,,9,M18,UV,kpc,Absolute
,-11.403,,0.089,,9,M18,UV,kpc,Absolute
,-12.380,,0.036,,9,M18,UV,kpc,Absolute
,-8.287,,0.103,,9,M18,UV,kpc,Absolute
,-8.823,,0.117,,9,M18,UV,kpc,Absolute
,-10.286,,0.173,,9,M18,UV,kpc,Absolute
,-9.104,,0.150,,9,M18,UV,kpc,Absolute
,-12.239,,0.304,,9,M18,UV,kpc,Absolute
,-11.787,,0.584,,9,M18,UV,kpc,Absolute
,-11.814,,0.192,,9,M18,UV,kpc,Absolute
,-13.377,,0.032,,9,M18,UV,kpc,Absolute
,-11.032,,0.221,,9,M18,UV,kpc,Absolute
,-11.859,,0.020,,9,M18,UV,kpc,Absolute
,-12.407,,0.045,,9,M18,UV,kpc,Absolute
,-11.302,,0.238,,9,M18,UV,kpc,Absolute
,-9.260,,0.331,,9,M18,UV,kpc,Absolute
,-12.081,,0.147,,9,M18,UV,kpc,Absolute
,-9.967,,0.100,,9,M18,UV,kpc,Absolute
,-10.613,,0.235,,9,M18,UV,kpc,Absolute
,-9.359,,0.212,,9,M18,UV,kpc,Absolute
,-14.327,,0.120,,9,M18,UV,kpc,Absolute
,-14.181,,0.361,,9,M18,UV,kpc,Absolute
,-13.418,,0.227,,9,M18,UV,kpc,Absolute
,-13.230,,0.097,,9,M18,UV,kpc,Absolute
,-12.996,,0.162,,9,M18,UV,kpc,Absolute
,-10.921,,0.008,,9,M18,UV,kpc,Absolute
,-9.849,,0.478,,9,M18,UV,kpc,Absolute
,-10.194,,0.384,,9,M18,UV,kpc,Absolute
,-9.730,,0.121,,9,M18,UV,kpc,Absolute
,-10.050,,0.122,,9,M18,UV,kpc,Absolute
,-13.378,,0.102,,9,M18,UV,kpc,Absolute
,-12.849,,0.064,,9,M18,UV,kpc,Absolute
,-12.396,,0.167,,9,M18,UV,kpc,Absolute
,-11.150,,0.315,,9,M18,UV,kpc,Absolute
,-8.823,,0.110,,9,M18,UV,kpc,Absolute
,-9.038,,0.250,,9,M18,UV,kpc,Absolute
,-11.384,,0.072,,9,M18,UV,kpc,Absolute
,-8.355,,0.309,,9,M18,UV,kpc,Absolute
,-13.009,,0.236,,9,M18,UV,kpc,Absolute
,-8.467,,0.277,,9,M18,UV,kpc,Absolute
,-11.323,,0.155,,9,M18,UV,kpc,Absolute
,-11.588,,0.088,,9,M18,UV,kpc,Absolute
,-13.499,,0.216,,9,M18,UV,kpc,Absolute
,-11.865,,0.475,,9,M18,UV,kpc,Absolute
,-15.455,,0.106,,9,M18,UV,kpc,Absolute
,-11.179,,0.079,,9,M18,UV,kpc,Absolute
,-12.312,,0.117,,9,M18,UV,kpc,Absolute
,-8.766,,0.082,,9,M18,UV,kpc,Absolute
,-8.397,,0.172,,9,M18,UV,kpc,Absolute
,-10.152,,0.093,,9,M18,UV,kpc,Absolute
,-19.586,,0.604,,10,M18,UV,kpc,Absolute
,-18.234,,0.521,,10,M18,UV,kpc,Absolute
,-17.248,,0.151,,10,M18,UV,kpc,Absolute
,-17.316,,0.127,,10,M18,UV,kpc,Absolute
,-15.863,,0.047,,10,M18,UV,kpc,Absolute
,-14.512,,0.240,,10,M18,UV,kpc,Absolute
,-13.336,,0.454,,10,M18,UV,kpc,Absolute
,-16.292,,0.091,,10,M18,UV,kpc,Absolute
,-16.944,,0.221,,10,M18,UV,kpc,Absolute
,-17.086,,0.268,,10,M18,UV,kpc,Absolute
,-15.112,,0.130,,10,M18,UV,kpc,Absolute
,-15.658,,0.140,,10,M18,UV,kpc,Absolute
,-14.665,,0.354,,10,M18,UV,kpc,Absolute
,-13.756,,0.020,,10,M18,UV,kpc,Absolute
,-15.690,,0.147,,10,M18,UV,kpc,Absolute
,-15.637,,0.081,,10,M18,UV,kpc,Absolute
,-14.038,,0.079,,10,M18,UV,kpc,Absolute
,-16.834,,0.203,,10,M18,UV,kpc,Absolute
,-13.383,,0.097,,10,M18,UV,kpc,Absolute
,-13.529,,0.476,,10,M18,UV,kpc,Absolute
,-14.506,,0.056,,10,M18,UV,kpc,Absolute
,-13.594,,0.142,,10,M18,UV,kpc,Absolute
,-15.446,,0.170,,10,M18,UV,kpc,Absolute
,-13.668,,0.117,,10,M18,UV,kpc,Absolute
,-14.166,,0.067,,10,M18,UV,kpc,Absolute
,-13.622,,0.192,,10,M18,UV,kpc,Absolute
,-12.932,,0.300,,10,M18,UV,kpc,Absolute
,-14.646,,0.057,,10,M18,UV,kpc,Absolute
,-13.540,,0.055,,10,M18,UV,kpc,Absolute
,-13.372,,0.095,,10,M18,UV,kpc,Absolute
,-10.535,,0.362,,10,M18,UV,kpc,Absolute
,-10.567,,0.542,,10,M18,UV,kpc,Absolute
,-13.650,,0.205,,10,M18,UV,kpc,Absolute
,-11.938,,0.447,,10,M18,UV,kpc,Absolute
,-12.071,,0.364,,10,M18,UV,kpc,Absolute
,-12.111,,0.140,,10,M18,UV,kpc,Absolute
,-11.334,,0.314,,10,M18,UV,kpc,Absolute
,-13.117,,0.282,,10,M18,UV,kpc,Absolute
,-14.606,,0.216,,10,M18,UV,kpc,Absolute
,-12.423,,0.400,,10,M18,UV,kpc,Absolute
,-18.011,,0.390,,10,M18,UV,kpc,Absolute
,-18.037,,0.190,,10,M18,UV,kpc,Absolute
,-15.396,,0.561,,10,M18,UV,kpc,Absolute
,-13.449,,0.360,,10,M18,UV,kpc,Absolute
,-13.127,,0.121,,10,M18,UV,kpc,Absolute
,-13.813,,0.192,,10,M18,UV,kpc,Absolute
,-15.639,,0.075,,10,M18,UV,kpc,Absolute
,-13.695,,0.374,,10,M18,UV,kpc,Absolute
,-12.547,,0.260,,10,M18,UV,kpc,Absolute
,-11.760,,0.299,,10,M18,UV,kpc,Absolute
,-14.432,,0.064,,10,M18,UV,kpc,Absolute
,-19.189,,0.318,,10,M18,UV,kpc,Absolute
,-14.857,,0.281,,10,M18,UV,kpc,Absolute
,-14.877,,0.093,,10,M18,UV,kpc,Absolute
,-15.164,,0.217,,10,M18,UV,kpc,Absolute
,-14.189,,0.153,,10,M18,UV,kpc,Absolute
,-14.945,,0.175,,10,M18,UV,kpc,Absolute
,-13.802,,0.242,,10,M18,UV,kpc,Absolute
,-11.938,,0.199,,10,M18,UV,kpc,Absolute
,-14.267,,0.023,,10,M18,UV,kpc,Absolute
,-14.225,,0.100,,10,M18,UV,kpc,Absolute
,-10.977,,0.129,,10,M18,UV,kpc,Absolute
,-14.080,,0.161,,10,M18,UV,kpc,Absolute
,-14.072,,0.216,,10,M18,UV,kpc,Absolute
,-12.380,,0.234,,10,M18,UV,kpc,Absolute
,-17.881,,0.124,,10,M18,UV,kpc,Absolute
,-11.538,,0.398,,10,M18,UV,kpc,Absolute
,-13.719,,0.229,,10,M18,UV,kpc,Absolute
,-12.345,,0.435,,10,M18,UV,kpc,Absolute
,-15.256,,0.115,,10,M18,UV,kpc,Absolute
,-15.053,,0.186,,10,M18,UV,kpc,Absolute
,-14.218,,0.186,,10,M18,UV,kpc,Absolute
,-12.828,,0.245,,10,M18,UV,kpc,Absolute
,-12.876,,0.264,,10,M18,UV,kpc,Absolute
,-14.816,,0.182,,10,M18,UV,kpc,Absolute
,-11.173,,0.210,,10,M18,UV,kpc,Absolute
,-9.756,,0.141,,10,M18,UV,kpc,Absolute
,-10.200,,0.189,,10,M18,UV,kpc,Absolute
,-12.593,,0.068,,10,M18,UV,kpc,Absolute
,-9.143,,0.081,,10,M18,UV,kpc,Absolute
,-10.543,,0.121,,10,M18,UV,kpc,Absolute
,-8.874,,0.258,,10,M18,UV,kpc,Absolute
,-14.426,,0.269,,10,M18,UV,kpc,Absolute
,-12.941,,0.174,,10,M18,UV,kpc,Absolute
,-12.361,,0.143,,10,M18,UV,kpc,Absolute
,-13.168,,0.060,,10,M18,UV,kpc,Absolute
,-11.840,,0.268,,10,M18,UV,kpc,Absolute
,-9.517,,0.234,,10,M18,UV,kpc,Absolute
,-11.926,,0.089,,10,M18,UV,kpc,Absolute
,-10.073,,0.266,,10,M18,UV,kpc,Absolute
,-12.001,,0.050,,10,M18,UV,kpc,Absolute
,-9.616,,0.247,,10,M18,UV,kpc,Absolute
,-13.874,,0.240,,10,M18,UV,kpc,Absolute
,-12.071,,0.490,,10,M18,UV,kpc,Absolute
,-11.143,,0.385,,10,M18,UV,kpc,Absolute
,-12.492,,0.140,,10,M18,UV,kpc,Absolute
,-12.516,,0.024,,10,M18,UV,kpc,Absolute
,-8.391,,0.272,,10,M18,UV,kpc,Absolute
,-13.734,,0.068,,10,M18,UV,kpc,Absolute
,-11.174,,0.082,,10,M18,UV,kpc,Absolute
,-9.112,,0.334,,10,M18,UV,kpc,Absolute
,-9.985,,0.241,,10,M18,UV,kpc,Absolute
,-9.873,,0.320,,10,M18,UV,kpc,Absolute
,-10.214,,0.234,,10,M18,UV,kpc,Absolute
,-11.431,,0.287,,10,M18,UV,kpc,Absolute
,-8.624,,0.195,,10,M18,UV,kpc,Absolute
,-11.138,,0.170,,10,M18,UV,kpc,Absolute
,-14.225,,0.048,,10,M18,UV,kpc,Absolute
,-10.716,,0.000,,10,M18,UV,kpc,Absolute
,-12.269,,0.366,,10,M18,UV,kpc,Absolute
,-11.422,,0.195,,10,M18,UV,kpc,Absolute
,-9.327,,0.058,,10,M18,UV,kpc,Absolute
,-9.586,,0.175,,10,M18,UV,kpc,Absolute
,-22.6,,0.18,,10.0,MO18,H,arcsec,Absolute
,-20.7,,0.17,,8.8,MO18,H,arcsec,Absolute
,-21.8,,0.16,,9.0,MO18,H,arcsec,Absolute
,-21.73,,0.45,,8.0,B19,UV,kpc,Absolute
,-21.80,,1.07,,7.8,B19,UV,kpc,Absolute
,-21.82,,0.21,,7.1,B19,UV,kpc,Absolute
,-21.79,,0.79,,8.0,B19,UV,kpc,Absolute
,-21.83,,0.23,,7.7,B19,UV,kpc,Absolute
,-21.64,,0.66,,7.6,B19,UV,kpc,Absolute
,-22.1,,0.6,,11.09,O16,H,kpc,Absolute
,26.7,,0.75,,9.9,S18,H,kpc,Apparent
,-21.8,,0.65,,10,H20,UV,kpc,Absolute
,-20.8,,0.8,,10,H20,UV,kpc,Absolute
,-20.7,,0.62,,10,H20,UV,kpc,Absolute
,-20.65,,0.5,,10,H20,UV,kpc,Absolute
,-20.6,,0.4,,10,H20,UV,kpc,Absolute
,-17.55,,0.35,,10,H20,UV,kpc,Absolute
,-17.45,,0.5,,10,H20,UV,kpc,Absolute
