Number,Magnitude,Magnitude error,R_e,R_e error (arcsec),Redshift,Paper,Band,R_e (Unit),Magnitude Type
849,-12.256,,0.104,,7,M18,UV,kpc,Absolute
850,-11.513,,0.611,,7,M18,UV,kpc,Absolute
851,-12.673,,0.673,,7,M18,UV,kpc,Absolute
852,-10.529,,0.323,,7,M18,UV,kpc,Absolute
853,-11.177,,0.420,,7,M18,UV,kpc,Absolute
854,-11.152,,0.253,,7,M18,UV,kpc,Absolute
855,-12.065,,0.594,,7,M18,UV,kpc,Absolute
856,-11.530,,0.334,,7,M18,UV,kpc,Absolute
857,-14.426,,0.117,,7,M18,UV,kpc,Absolute
858,-13.156,,0.270,,7,M18,UV,kpc,Absolute
859,-10.234,,0.241,,7,M18,UV,kpc,Absolute
860,-12.886,,0.509,,7,M18,UV,kpc,Absolute
861,-11.323,,0.609,,7,M18,UV,kpc,Absolute
862,-10.070,,0.406,,7,M18,UV,kpc,Absolute
863,-12.951,,0.010,,7,M18,UV,kpc,Absolute
864,-12.170,,0.380,,7,M18,UV,kpc,Absolute
865,-10.526,,0.217,,7,M18,UV,kpc,Absolute
866,-19.631,,0.364,,7,M18,UV,kpc,Absolute
867,-17.076,,0.837,,7,M18,UV,kpc,Absolute
868,-17.694,,0.236,,7,M18,UV,kpc,Absolute
869,-15.334,,0.405,,7,M18,UV,kpc,Absolute
870,-14.752,,0.088,,7,M18,UV,kpc,Absolute
871,-14.816,,0.163,,7,M18,UV,kpc,Absolute
872,-15.099,,0.277,,7,M18,UV,kpc,Absolute
873,-15.842,,0.173,,7,M18,UV,kpc,Absolute
874,-13.525,,0.412,,7,M18,UV,kpc,Absolute
875,-13.363,,0.037,,7,M18,UV,kpc,Absolute
876,-13.652,,0.208,,7,M18,UV,kpc,Absolute
877,-14.761,,0.225,,7,M18,UV,kpc,Absolute
878,-14.189,,0.275,,7,M18,UV,kpc,Absolute
879,-13.950,,0.218,,7,M18,UV,kpc,Absolute
880,-14.778,,0.302,,7,M18,UV,kpc,Absolute
881,-13.186,,0.511,,7,M18,UV,kpc,Absolute
882,-12.225,,0.707,,7,M18,UV,kpc,Absolute
883,-11.859,,0.570,,7,M18,UV,kpc,Absolute
884,-12.239,,0.000,,7,M18,UV,kpc,Absolute
885,-13.117,,0.182,,7,M18,UV,kpc,Absolute
886,-13.181,,0.221,,7,M18,UV,kpc,Absolute
887,-11.431,,0.267,,7,M18,UV,kpc,Absolute
888,-14.812,,0.156,,7,M18,UV,kpc,Absolute
889,-12.384,,0.690,,7,M18,UV,kpc,Absolute
890,-11.681,,0.529,,7,M18,UV,kpc,Absolute
891,-12.886,,0.380,,7,M18,UV,kpc,Absolute
892,-11.056,,0.272,,7,M18,UV,kpc,Absolute
893,-12.765,,0.407,,7,M18,UV,kpc,Absolute
894,-12.474,,0.496,,7,M18,UV,kpc,Absolute
895,-12.434,,0.412,,7,M18,UV,kpc,Absolute
896,-10.804,,0.200,,7,M18,UV,kpc,Absolute
897,-11.801,,0.170,,7,M18,UV,kpc,Absolute
898,-14.651,,0.099,,7,M18,UV,kpc,Absolute
899,-11.666,,0.186,,7,M18,UV,kpc,Absolute
900,-13.115,,0.360,,7,M18,UV,kpc,Absolute
901,-12.269,,1.127,,7,M18,UV,kpc,Absolute
902,-19.963,,0.176,,7,M18,UV,kpc,Absolute
903,-18.452,,0.088,,7,M18,UV,kpc,Absolute
904,-14.581,,0.937,,7,M18,UV,kpc,Absolute
905,-16.422,,0.155,,7,M18,UV,kpc,Absolute
906,-14.892,,0.152,,7,M18,UV,kpc,Absolute
907,-14.523,,1.007,,7,M18,UV,kpc,Absolute
908,-14.307,,0.595,,7,M18,UV,kpc,Absolute
909,-14.857,,0.053,,7,M18,UV,kpc,Absolute
910,-15.124,,0.108,,7,M18,UV,kpc,Absolute
911,-12.513,,0.552,,7,M18,UV,kpc,Absolute
912,-13.117,,0.163,,7,M18,UV,kpc,Absolute
913,-12.918,,0.560,,7,M18,UV,kpc,Absolute
914,-10.906,,0.544,,7,M18,UV,kpc,Absolute
915,-19.479,,0.742,,7,M18,UV,kpc,Absolute
916,-15.732,,0.859,,7,M18,UV,kpc,Absolute
917,-13.035,,0.512,,7,M18,UV,kpc,Absolute
918,-14.684,,0.222,,7,M18,UV,kpc,Absolute
919,-14.211,,0.084,,7,M18,UV,kpc,Absolute
920,-13.950,,0.072,,7,M18,UV,kpc,Absolute
921,-20.346,,0.342,,7,M18,UV,kpc,Absolute
922,-16.612,,0.079,,7,M18,UV,kpc,Absolute
923,-14.420,,0.263,,7,M18,UV,kpc,Absolute
924,-11.588,,0.435,,7,M18,UV,kpc,Absolute
925,-11.651,,0.548,,7,M18,UV,kpc,Absolute
926,-16.013,,0.398,,7,M18,UV,kpc,Absolute
927,-13.525,,0.273,,7,M18,UV,kpc,Absolute
928,-13.139,,0.116,,7,M18,UV,kpc,Absolute
929,-10.016,,0.312,,7,M18,UV,kpc,Absolute
930,-11.984,,0.194,,7,M18,UV,kpc,Absolute
931,-11.450,,0.169,,7,M18,UV,kpc,Absolute
932,-10.441,,0.394,,7,M18,UV,kpc,Absolute
933,-8.762,,0.220,,7,M18,UV,kpc,Absolute
934,-9.571,,0.175,,7,M18,UV,kpc,Absolute
935,-9.560,,0.219,,7,M18,UV,kpc,Absolute
936,-8.736,,0.155,,7,M18,UV,kpc,Absolute
937,-10.240,,0.468,,7,M18,UV,kpc,Absolute
938,-17.136,,0.453,,7,M18,UV,kpc,Absolute
939,-13.173,,0.284,,7,M18,UV,kpc,Absolute
940,-11.364,,0.265,,7,M18,UV,kpc,Absolute
941,-12.337,,0.112,,7,M18,UV,kpc,Absolute
942,-10.801,,0.381,,7,M18,UV,kpc,Absolute
943,-11.160,,0.229,,7,M18,UV,kpc,Absolute
944,-10.675,,0.166,,7,M18,UV,kpc,Absolute
945,-10.548,,0.205,,7,M18,UV,kpc,Absolute
946,-10.924,,0.191,,7,M18,UV,kpc,Absolute
947,-8.823,,0.144,,7,M18,UV,kpc,Absolute
948,-11.513,,0.153,,7,M18,UV,kpc,Absolute
949,-9.804,,0.251,,7,M18,UV,kpc,Absolute
950,-8.075,,0.428,,7,M18,UV,kpc,Absolute
951,-16.814,,0.144,,7,M18,UV,kpc,Absolute
952,-14.707,,0.440,,7,M18,UV,kpc,Absolute
953,-14.260,,0.186,,7,M18,UV,kpc,Absolute
954,-12.006,,0.263,,7,M18,UV,kpc,Absolute
955,-9.232,,0.188,,7,M18,UV,kpc,Absolute
956,-11.334,,0.194,,7,M18,UV,kpc,Absolute
957,-12.212,,0.441,,7,M18,UV,kpc,Absolute
958,-8.154,,0.174,,7,M18,UV,kpc,Absolute
959,-9.941,,0.114,,7,M18,UV,kpc,Absolute
960,-9.512,,0.064,,7,M18,UV,kpc,Absolute
961,-8.494,,0.282,,7,M18,UV,kpc,Absolute
962,-14.450,,0.262,,7,M18,UV,kpc,Absolute
963,-14.693,,0.335,,7,M18,UV,kpc,Absolute
964,-13.342,,0.633,,7,M18,UV,kpc,Absolute
965,-10.524,,0.401,,7,M18,UV,kpc,Absolute
966,-12.101,,0.064,,7,M18,UV,kpc,Absolute
967,-12.071,,0.132,,7,M18,UV,kpc,Absolute
968,-10.652,,0.049,,7,M18,UV,kpc,Absolute
969,-9.636,,0.032,,7,M18,UV,kpc,Absolute
970,-10.267,,0.072,,7,M18,UV,kpc,Absolute
971,-13.647,,0.807,,7,M18,UV,kpc,Absolute
972,-11.572,,0.402,,7,M18,UV,kpc,Absolute
973,-11.173,,0.317,,7,M18,UV,kpc,Absolute
974,-9.334,,0.289,,7,M18,UV,kpc,Absolute
975,-10.093,,0.259,,7,M18,UV,kpc,Absolute
976,-9.346,,0.196,,7,M18,UV,kpc,Absolute
977,-9.211,,0.189,,7,M18,UV,kpc,Absolute
978,-8.792,,0.177,,7,M18,UV,kpc,Absolute
979,-8.884,,0.410,,7,M18,UV,kpc,Absolute
980,-13.395,,0.194,,7,M18,UV,kpc,Absolute
981,-13.043,,0.223,,7,M18,UV,kpc,Absolute
982,-13.728,,0.043,,7,M18,UV,kpc,Absolute
983,-10.455,,0.240,,7,M18,UV,kpc,Absolute
984,-11.961,,0.094,,7,M18,UV,kpc,Absolute
985,-8.111,,0.219,,7,M18,UV,kpc,Absolute
986,-8.748,,0.175,,7,M18,UV,kpc,Absolute
987,-8.694,,0.395,,7,M18,UV,kpc,Absolute
988,-12.874,,0.147,,7,M18,UV,kpc,Absolute
989,-15.057,,0.159,,7,M18,UV,kpc,Absolute
990,-9.432,,0.309,,7,M18,UV,kpc,Absolute
991,-9.967,,0.053,,7,M18,UV,kpc,Absolute
992,-13.527,,0.372,,7,M18,UV,kpc,Absolute
993,-9.641,,0.239,,7,M18,UV,kpc,Absolute
994,-10.080,,0.292,,7,M18,UV,kpc,Absolute
995,-11.956,,0.091,,7,M18,UV,kpc,Absolute
996,-10.732,,0.053,,7,M18,UV,kpc,Absolute
997,-9.904,,0.124,,7,M18,UV,kpc,Absolute
998,-7.495,,0.108,,7,M18,UV,kpc,Absolute
999,-6.006,,0.061,,7,M18,UV,kpc,Absolute
1000,-6.604,,0.109,,7,M18,UV,kpc,Absolute
1001,-22.384,,0.564,,8,M18,UV,kpc,Absolute
1002,-16.521,,0.327,,8,M18,UV,kpc,Absolute
1003,-14.712,,0.283,,8,M18,UV,kpc,Absolute
1004,-18.405,,0.333,,8,M18,UV,kpc,Absolute
1005,-16.167,,0.246,,8,M18,UV,kpc,Absolute
1006,-16.039,,0.217,,8,M18,UV,kpc,Absolute
1007,-15.809,,0.425,,8,M18,UV,kpc,Absolute
1008,-17.017,,0.303,,8,M18,UV,kpc,Absolute
1009,-14.900,,0.446,,8,M18,UV,kpc,Absolute
1010,-14.253,,0.186,,8,M18,UV,kpc,Absolute
1011,-14.900,,0.155,,8,M18,UV,kpc,Absolute
1012,-15.554,,0.458,,8,M18,UV,kpc,Absolute
1013,-15.127,,0.570,,8,M18,UV,kpc,Absolute
1014,-13.358,,0.521,,8,M18,UV,kpc,Absolute
1015,-15.013,,0.681,,8,M18,UV,kpc,Absolute
1016,-15.070,,0.375,,8,M18,UV,kpc,Absolute
1017,-14.636,,0.178,,8,M18,UV,kpc,Absolute
1018,-13.874,,0.697,,8,M18,UV,kpc,Absolute
1019,-14.698,,0.277,,8,M18,UV,kpc,Absolute
1020,-13.585,,0.290,,8,M18,UV,kpc,Absolute
1021,-12.630,,0.423,,8,M18,UV,kpc,Absolute
1022,-16.203,,0.173,,8,M18,UV,kpc,Absolute
1023,-13.854,,0.193,,8,M18,UV,kpc,Absolute
1024,-12.751,,0.417,,8,M18,UV,kpc,Absolute
1025,-13.465,,0.197,,8,M18,UV,kpc,Absolute
1026,-16.175,,0.118,,8,M18,UV,kpc,Absolute
1027,-16.538,,0.248,,8,M18,UV,kpc,Absolute
1028,-11.127,,0.686,,8,M18,UV,kpc,Absolute
1029,-12.485,,0.402,,8,M18,UV,kpc,Absolute
1030,-13.844,,0.511,,8,M18,UV,kpc,Absolute
1031,-11.431,,0.371,,8,M18,UV,kpc,Absolute
1032,-13.035,,0.316,,8,M18,UV,kpc,Absolute
1033,-13.656,,0.258,,8,M18,UV,kpc,Absolute
1034,-13.319,,0.037,,8,M18,UV,kpc,Absolute
1035,-14.239,,0.422,,8,M18,UV,kpc,Absolute
1036,-13.332,,0.150,,8,M18,UV,kpc,Absolute
1037,-13.893,,0.285,,8,M18,UV,kpc,Absolute
1038,-12.012,,0.155,,8,M18,UV,kpc,Absolute
1039,-13.573,,0.184,,8,M18,UV,kpc,Absolute
1040,-12.477,,0.512,,8,M18,UV,kpc,Absolute
1041,-13.024,,0.184,,8,M18,UV,kpc,Absolute
1042,-14.274,,0.254,,8,M18,UV,kpc,Absolute
1043,-13.792,,0.068,,8,M18,UV,kpc,Absolute
1044,-11.292,,0.170,,8,M18,UV,kpc,Absolute
1045,-12.828,,0.251,,8,M18,UV,kpc,Absolute
1046,-12.445,,0.041,,8,M18,UV,kpc,Absolute
1047,-11.213,,0.377,,8,M18,UV,kpc,Absolute
1048,-12.184,,0.208,,8,M18,UV,kpc,Absolute
1049,-14.869,,0.101,,8,M18,UV,kpc,Absolute
1050,-12.477,,0.531,,8,M18,UV,kpc,Absolute
1051,-13.331,,0.357,,8,M18,UV,kpc,Absolute
1052,-11.189,,0.130,,8,M18,UV,kpc,Absolute
1053,-13.446,,0.156,,8,M18,UV,kpc,Absolute
1054,-14.151,,0.033,,8,M18,UV,kpc,Absolute
1055,-10.318,,0.211,,8,M18,UV,kpc,Absolute
1056,-11.859,,0.631,,8,M18,UV,kpc,Absolute
1057,-11.612,,0.301,,8,M18,UV,kpc,Absolute
1058,-11.164,,0.169,,8,M18,UV,kpc,Absolute
1059,-12.537,,0.327,,8,M18,UV,kpc,Absolute
1060,-10.923,,0.303,,8,M18,UV,kpc,Absolute
1061,-11.413,,0.366,,8,M18,UV,kpc,Absolute
1062,-10.637,,0.161,,8,M18,UV,kpc,Absolute
1063,-14.189,,0.013,,8,M18,UV,kpc,Absolute
1064,-10.292,,0.425,,8,M18,UV,kpc,Absolute
1065,-11.746,,0.183,,8,M18,UV,kpc,Absolute
1066,-11.130,,0.148,,8,M18,UV,kpc,Absolute
1067,-11.313,,0.458,,8,M18,UV,kpc,Absolute
1068,-18.272,,0.901,,8,M18,UV,kpc,Absolute
1069,-17.742,,0.732,,8,M18,UV,kpc,Absolute
1070,-18.361,,0.102,,8,M18,UV,kpc,Absolute
1071,-16.050,,0.563,,8,M18,UV,kpc,Absolute
1072,-16.572,,0.194,,8,M18,UV,kpc,Absolute
1073,-14.934,,0.376,,8,M18,UV,kpc,Absolute
1074,-14.873,,0.353,,8,M18,UV,kpc,Absolute
1075,-16.477,,0.105,,8,M18,UV,kpc,Absolute
1076,-15.248,,0.043,,8,M18,UV,kpc,Absolute
1077,-13.248,,0.227,,8,M18,UV,kpc,Absolute
1078,-13.732,,0.141,,8,M18,UV,kpc,Absolute
1079,-12.792,,0.384,,8,M18,UV,kpc,Absolute
1080,-14.523,,0.049,,8,M18,UV,kpc,Absolute
1081,-13.173,,0.772,,8,M18,UV,kpc,Absolute
1082,-12.927,,0.345,,8,M18,UV,kpc,Absolute
1083,-13.546,,0.097,,8,M18,UV,kpc,Absolute
1084,-13.303,,0.272,,8,M18,UV,kpc,Absolute
1085,-13.763,,0.192,,8,M18,UV,kpc,Absolute
1086,-12.826,,0.134,,8,M18,UV,kpc,Absolute
1087,-12.189,,0.236,,8,M18,UV,kpc,Absolute
1088,-14.473,,0.101,,8,M18,UV,kpc,Absolute
1089,-12.899,,0.031,,8,M18,UV,kpc,Absolute
1090,-13.638,,0.034,,8,M18,UV,kpc,Absolute
1091,-12.136,,0.159,,8,M18,UV,kpc,Absolute
1092,-10.949,,0.390,,8,M18,UV,kpc,Absolute
1093,-12.821,,0.228,,8,M18,UV,kpc,Absolute
1094,-12.198,,0.042,,8,M18,UV,kpc,Absolute
1095,-11.696,,0.711,,8,M18,UV,kpc,Absolute
1096,-17.248,,0.293,,8,M18,UV,kpc,Absolute
1097,-16.926,,0.528,,8,M18,UV,kpc,Absolute
1098,-16.956,,0.198,,8,M18,UV,kpc,Absolute
1099,-16.135,,0.194,,8,M18,UV,kpc,Absolute
1100,-15.852,,0.246,,8,M18,UV,kpc,Absolute
1101,-17.463,,0.108,,8,M18,UV,kpc,Absolute
1102,-15.660,,0.688,,8,M18,UV,kpc,Absolute
1103,-15.308,,0.032,,8,M18,UV,kpc,Absolute
1104,-14.560,,0.234,,8,M18,UV,kpc,Absolute
1105,-13.481,,0.204,,8,M18,UV,kpc,Absolute
1106,-14.267,,0.050,,8,M18,UV,kpc,Absolute
1107,-13.645,,0.088,,8,M18,UV,kpc,Absolute
1108,-11.459,,0.049,,8,M18,UV,kpc,Absolute
1109,-12.831,,0.047,,8,M18,UV,kpc,Absolute
1110,-14.128,,0.057,,8,M18,UV,kpc,Absolute
1111,-14.512,,0.055,,8,M18,UV,kpc,Absolute
1112,-12.828,,0.230,,8,M18,UV,kpc,Absolute
1113,-10.753,,0.275,,8,M18,UV,kpc,Absolute
1114,-14.904,,0.376,,8,M18,UV,kpc,Absolute
1115,-17.274,,0.487,,8,M18,UV,kpc,Absolute
1116,-15.650,,0.088,,8,M18,UV,kpc,Absolute
1117,-13.199,,0.532,,8,M18,UV,kpc,Absolute
1118,-13.282,,0.164,,8,M18,UV,kpc,Absolute
1119,-13.232,,0.214,,8,M18,UV,kpc,Absolute
1120,-11.374,,0.342,,8,M18,UV,kpc,Absolute
1121,-11.801,,0.368,,8,M18,UV,kpc,Absolute
1122,-15.707,,0.404,,8,M18,UV,kpc,Absolute
1123,-15.109,,0.593,,8,M18,UV,kpc,Absolute
1124,-14.512,,0.104,,8,M18,UV,kpc,Absolute
1125,-13.913,,0.395,,8,M18,UV,kpc,Absolute
1126,-14.438,,0.211,,8,M18,UV,kpc,Absolute
1127,-13.628,,0.300,,8,M18,UV,kpc,Absolute
1128,-13.671,,0.256,,8,M18,UV,kpc,Absolute
1129,-16.013,,0.369,,8,M18,UV,kpc,Absolute
1130,-13.203,,0.040,,8,M18,UV,kpc,Absolute
1131,-14.104,,0.190,,8,M18,UV,kpc,Absolute
1132,-12.365,,0.274,,8,M18,UV,kpc,Absolute
1133,-11.025,,0.474,,8,M18,UV,kpc,Absolute
1134,-11.908,,0.216,,8,M18,UV,kpc,Absolute
1135,-9.621,,0.355,,8,M18,UV,kpc,Absolute
1136,-9.479,,0.087,,8,M18,UV,kpc,Absolute
1137,-10.905,,0.111,,8,M18,UV,kpc,Absolute
1138,-12.691,,0.172,,8,M18,UV,kpc,Absolute
1139,-11.902,,0.170,,8,M18,UV,kpc,Absolute
1140,-8.406,,0.114,,8,M18,UV,kpc,Absolute
1141,-9.334,,0.291,,8,M18,UV,kpc,Absolute
1142,-14.327,,0.215,,8,M18,UV,kpc,Absolute
1143,-12.526,,0.162,,8,M18,UV,kpc,Absolute
1144,-13.181,,0.046,,8,M18,UV,kpc,Absolute
1145,-13.248,,0.552,,8,M18,UV,kpc,Absolute
1146,-13.319,,0.165,,8,M18,UV,kpc,Absolute
1147,-12.596,,0.218,,8,M18,UV,kpc,Absolute
1148,-11.950,,0.433,,8,M18,UV,kpc,Absolute
1149,-11.252,,0.125,,8,M18,UV,kpc,Absolute
1150,-10.498,,0.452,,8,M18,UV,kpc,Absolute
1151,-8.576,,0.209,,8,M18,UV,kpc,Absolute
1152,-14.636,,0.299,,8,M18,UV,kpc,Absolute
1153,-13.081,,0.744,,8,M18,UV,kpc,Absolute
1154,-12.884,,0.217,,8,M18,UV,kpc,Absolute
1155,-14.287,,0.074,,8,M18,UV,kpc,Absolute
1156,-12.767,,0.515,,8,M18,UV,kpc,Absolute
1157,-10.635,,0.042,,8,M18,UV,kpc,Absolute
1158,-10.607,,0.076,,8,M18,UV,kpc,Absolute
1159,-10.453,,0.066,,8,M18,UV,kpc,Absolute
1160,-8.913,,0.379,,8,M18,UV,kpc,Absolute
1161,-11.628,,0.218,,8,M18,UV,kpc,Absolute
1162,-8.636,,0.140,,8,M18,UV,kpc,Absolute
1163,-10.801,,0.126,,8,M18,UV,kpc,Absolute
1164,-13.099,,0.263,,8,M18,UV,kpc,Absolute
1165,-11.732,,0.467,,8,M18,UV,kpc,Absolute
1166,-10.834,,0.253,,8,M18,UV,kpc,Absolute
1167,-10.182,,0.273,,8,M18,UV,kpc,Absolute
1168,-10.124,,0.102,,8,M18,UV,kpc,Absolute
1169,-11.247,,0.415,,8,M18,UV,kpc,Absolute
1170,-10.167,,0.199,,8,M18,UV,kpc,Absolute
1171,-10.831,,0.162,,8,M18,UV,kpc,Absolute
1172,-11.263,,0.269,,8,M18,UV,kpc,Absolute
1173,-12.742,,0.071,,8,M18,UV,kpc,Absolute
1174,-9.712,,0.247,,8,M18,UV,kpc,Absolute
1175,-12.580,,0.025,,8,M18,UV,kpc,Absolute
1176,-11.441,,0.086,,8,M18,UV,kpc,Absolute
1177,-8.265,,0.386,,8,M18,UV,kpc,Absolute
1178,-11.774,,0.256,,8,M18,UV,kpc,Absolute
1179,-12.477,,0.157,,8,M18,UV,kpc,Absolute
1180,-11.681,,0.115,,8,M18,UV,kpc,Absolute
1181,-10.690,,0.378,,8,M18,UV,kpc,Absolute
1182,-10.369,,0.408,,8,M18,UV,kpc,Absolute
1183,-9.539,,0.231,,8,M18,UV,kpc,Absolute
1184,-10.089,,0.315,,8,M18,UV,kpc,Absolute
1185,-10.502,,0.143,,8,M18,UV,kpc,Absolute
1186,-11.130,,0.257,,8,M18,UV,kpc,Absolute
1187,-11.125,,0.593,,8,M18,UV,kpc,Absolute
1188,-11.374,,0.053,,8,M18,UV,kpc,Absolute
1189,-13.884,,0.173,,8,M18,UV,kpc,Absolute
1190,-9.581,,0.366,,8,M18,UV,kpc,Absolute
1191,-9.544,,0.194,,8,M18,UV,kpc,Absolute
1192,-9.396,,0.276,,8,M18,UV,kpc,Absolute
1193,-7.404,,0.200,,8,M18,UV,kpc,Absolute
1194,-12.131,,0.121,,8,M18,UV,kpc,Absolute
1195,-8.781,,0.015,,8,M18,UV,kpc,Absolute
1196,-7.557,,0.104,,8,M18,UV,kpc,Absolute
1197,-9.517,,0.108,,8,M18,UV,kpc,Absolute
1198,-18.650,,0.477,,9,M18,UV,kpc,Absolute
1199,-17.243,,0.391,,9,M18,UV,kpc,Absolute
1200,-15.462,,0.532,,9,M18,UV,kpc,Absolute
1201,-17.151,,0.567,,9,M18,UV,kpc,Absolute
1202,-15.692,,0.164,,9,M18,UV,kpc,Absolute
1203,-15.647,,0.326,,9,M18,UV,kpc,Absolute
1204,-16.052,,0.231,,9,M18,UV,kpc,Absolute
1205,-15.633,,0.189,,9,M18,UV,kpc,Absolute
1206,-14.334,,0.548,,9,M18,UV,kpc,Absolute
1207,-14.974,,0.318,,9,M18,UV,kpc,Absolute
1208,-13.424,,0.466,,9,M18,UV,kpc,Absolute
1209,-12.815,,0.250,,9,M18,UV,kpc,Absolute
1210,-14.112,,0.532,,9,M18,UV,kpc,Absolute
1211,-13.864,,0.220,,9,M18,UV,kpc,Absolute
1212,-11.865,,0.429,,9,M18,UV,kpc,Absolute
1213,-13.643,,0.368,,9,M18,UV,kpc,Absolute
1214,-15.522,,0.145,,9,M18,UV,kpc,Absolute
1215,-15.374,,0.277,,9,M18,UV,kpc,Absolute
1216,-12.844,,0.298,,9,M18,UV,kpc,Absolute
1217,-12.495,,0.378,,9,M18,UV,kpc,Absolute
1218,-13.959,,0.191,,9,M18,UV,kpc,Absolute
1219,-15.300,,0.086,,9,M18,UV,kpc,Absolute
1220,-12.872,,0.345,,9,M18,UV,kpc,Absolute
1221,-12.304,,0.394,,9,M18,UV,kpc,Absolute
1222,-13.668,,0.267,,9,M18,UV,kpc,Absolute
1223,-14.021,,0.112,,9,M18,UV,kpc,Absolute
1224,-13.464,,0.137,,9,M18,UV,kpc,Absolute
1225,-13.690,,0.118,,9,M18,UV,kpc,Absolute
1226,-13.823,,0.233,,9,M18,UV,kpc,Absolute
1227,-11.944,,0.373,,9,M18,UV,kpc,Absolute
1228,-14.415,,0.371,,9,M18,UV,kpc,Absolute
1229,-11.302,,0.326,,9,M18,UV,kpc,Absolute
1230,-11.313,,0.229,,9,M18,UV,kpc,Absolute
1231,-13.913,,0.022,,9,M18,UV,kpc,Absolute
1232,-13.024,,0.078,,9,M18,UV,kpc,Absolute
1233,-12.844,,0.517,,9,M18,UV,kpc,Absolute
1234,-13.977,,0.335,,9,M18,UV,kpc,Absolute
1235,-12.488,,0.131,,9,M18,UV,kpc,Absolute
1236,-14.646,,0.152,,9,M18,UV,kpc,Absolute
1237,-11.979,,0.529,,9,M18,UV,kpc,Absolute
1238,-11.979,,0.185,,9,M18,UV,kpc,Absolute
1239,-14.096,,0.240,,9,M18,UV,kpc,Absolute
1240,-12.906,,0.059,,9,M18,UV,kpc,Absolute
1241,-13.282,,0.187,,9,M18,UV,kpc,Absolute
1242,-11.821,,0.522,,9,M18,UV,kpc,Absolute
1243,-13.459,,0.092,,9,M18,UV,kpc,Absolute
1244,-11.413,,0.125,,9,M18,UV,kpc,Absolute
1245,-15.009,,0.081,,9,M18,UV,kpc,Absolute
1246,-10.836,,0.315,,9,M18,UV,kpc,Absolute
1247,-12.023,,0.253,,9,M18,UV,kpc,Absolute
1248,-12.175,,0.686,,9,M18,UV,kpc,Absolute
1249,-11.450,,0.261,,9,M18,UV,kpc,Absolute
1250,-12.773,,0.299,,9,M18,UV,kpc,Absolute
1251,-10.885,,0.232,,9,M18,UV,kpc,Absolute
1252,-11.197,,0.128,,9,M18,UV,kpc,Absolute
1253,-17.583,,0.492,,9,M18,UV,kpc,Absolute
1254,-19.013,,0.466,,9,M18,UV,kpc,Absolute
1255,-15.396,,0.117,,9,M18,UV,kpc,Absolute
1256,-14.967,,0.246,,9,M18,UV,kpc,Absolute
1257,-15.861,,0.271,,9,M18,UV,kpc,Absolute
1258,-12.116,,0.249,,9,M18,UV,kpc,Absolute
1259,-12.456,,0.025,,9,M18,UV,kpc,Absolute
1260,-15.099,,0.153,,9,M18,UV,kpc,Absolute
1261,-14.203,,0.260,,9,M18,UV,kpc,Absolute
1262,-11.711,,0.425,,9,M18,UV,kpc,Absolute
1263,-14.877,,0.098,,9,M18,UV,kpc,Absolute
1264,-12.274,,0.322,,9,M18,UV,kpc,Absolute
1265,-11.961,,0.224,,9,M18,UV,kpc,Absolute
1266,-11.689,,0.319,,9,M18,UV,kpc,Absolute
1267,-13.020,,0.023,,9,M18,UV,kpc,Absolute
1268,-10.326,,0.311,,9,M18,UV,kpc,Absolute
1269,-10.415,,0.191,,9,M18,UV,kpc,Absolute
1270,-11.689,,0.293,,9,M18,UV,kpc,Absolute
1271,-12.485,,0.236,,9,M18,UV,kpc,Absolute
1272,-18.491,,0.265,,9,M18,UV,kpc,Absolute
1273,-15.786,,0.250,,9,M18,UV,kpc,Absolute
1274,-15.300,,0.295,,9,M18,UV,kpc,Absolute
1275,-15.593,,0.121,,9,M18,UV,kpc,Absolute
1276,-16.151,,0.543,,9,M18,UV,kpc,Absolute
1277,-14.616,,0.186,,9,M18,UV,kpc,Absolute
1278,-14.684,,0.240,,9,M18,UV,kpc,Absolute
1279,-14.080,,0.218,,9,M18,UV,kpc,Absolute
1280,-13.276,,0.081,,9,M18,UV,kpc,Absolute
1281,-12.170,,0.632,,9,M18,UV,kpc,Absolute
1282,-12.221,,0.250,,9,M18,UV,kpc,Absolute
1283,-12.481,,0.397,,9,M18,UV,kpc,Absolute
1284,-18.708,,0.166,,9,M18,UV,kpc,Absolute
1285,-15.357,,0.302,,9,M18,UV,kpc,Absolute
1286,-15.562,,0.115,,9,M18,UV,kpc,Absolute
1287,-14.571,,0.030,,9,M18,UV,kpc,Absolute
1288,-12.767,,0.469,,9,M18,UV,kpc,Absolute
1289,-13.181,,0.076,,9,M18,UV,kpc,Absolute
1290,-13.210,,0.257,,9,M18,UV,kpc,Absolute
1291,-16.604,,0.406,,9,M18,UV,kpc,Absolute
1292,-17.655,,0.222,,9,M18,UV,kpc,Absolute
1293,-13.235,,0.022,,9,M18,UV,kpc,Absolute
1294,-10.662,,0.335,,9,M18,UV,kpc,Absolute
1295,-15.543,,0.123,,9,M18,UV,kpc,Absolute
1296,-16.245,,0.079,,9,M18,UV,kpc,Absolute
1297,-11.120,,0.223,,9,M18,UV,kpc,Absolute
1298,-9.892,,0.142,,9,M18,UV,kpc,Absolute
1299,-13.263,,0.184,,9,M18,UV,kpc,Absolute
1300,-11.774,,0.473,,9,M18,UV,kpc,Absolute
1301,-9.196,,0.182,,9,M18,UV,kpc,Absolute
1302,-11.403,,0.089,,9,M18,UV,kpc,Absolute
