Number,Magnitude,Magnitude error,R_e,R_e error (arcsec),Redshift,Paper,Band,R_e (Unit),Magnitude Type
1303,-12.380,,0.036,,9,M18,UV,kpc,Absolute
1304,-8.287,,0.103,,9,M18,UV,kpc,Absolute
1305,-8.823,,0.117,,9,M18,UV,kpc,Absolute
1306,-10.286,,0.173,,9,M18,UV,kpc,Absolute
1307,-9.104,,0.150,,9,M18,UV,kpc,Absolute
1308,-12.239,,0.304,,9,M18,UV,kpc,Absolute
1309,-11.787,,0.584,,9,M18,UV,kpc,Absolute
1310,-11.814,,0.192,,9,M18,UV,kpc,Absolute
1311,-13.377,,0.032,,9,M18,UV,kpc,Absolute
1312,-11.032,,0.221,,9,M18,UV,kpc,Absolute
1313,-11.859,,0.020,,9,M18,UV,kpc,Absolute
1314,-12.407,,0.045,,9,M18,UV,kpc,Absolute
1315,-11.302,,0.238,,9,M18,UV,kpc,Absolute
1316,-9.260,,0.331,,9,M18,UV,kpc,Absolute
1317,-12.081,,0.147,,9,M18,UV,kpc,Absolute
1318,-9.967,,0.100,,9,M18,UV,kpc,Absolute
1319,-10.613,,0.235,,9,M18,UV,kpc,Absolute
1320,-9.359,,0.212,,9,M18,UV,kpc,Absolute
1321,-14.327,,0.120,,9,M18,UV,kpc,Absolute
1322,-14.181,,0.361,,9,M18,UV,kpc,Absolute
1323,-13.418,,0.227,,9,M18,UV,kpc,Absolute
1324,-13.230,,0.097,,9,M18,UV,kpc,Absolute
1325,-12.996,,0.162,,9,M18,UV,kpc,Absolute
1326,-10.921,,0.008,,9,M18,UV,kpc,Absolute
1327,-9.849,,0.478,,9,M18,UV,kpc,Absolute
1328,-10.194,,0.384,,9,M18,UV,kpc,Absolute
1329,-9.730,,0.121,,9,M18,UV,kpc,Absolute
1330,-10.050,,0.122,,9,M18,UV,kpc,Absolute
1331,-13.378,,0.102,,9,M18,UV,kpc,Absolute
1332,-12.849,,0.064,,9,M18,UV,kpc,Absolute
1333,-12.396,,0.167,,9,M18,UV,kpc,Absolute
1334,-11.150,,0.315,,9,M18,UV,kpc,Absolute
1335,-8.823,,0.110,,9,M18,UV,kpc,Absolute
1336,-9.038,,0.250,,9,M18,UV,kpc,Absolute
1337,-11.384,,0.072,,9,M18,UV,kpc,Absolute
1338,-8.355,,0.309,,9,M18,UV,kpc,Absolute
1339,-13.009,,0.236,,9,M18,UV,kpc,Absolute
1340,-8.467,,0.277,,9,M18,UV,kpc,Absolute
1341,-11.323,,0.155,,9,M18,UV,kpc,Absolute
1342,-11.588,,0.088,,9,M18,UV,kpc,Absolute
1343,-13.499,,0.216,,9,M18,UV,kpc,Absolute
1344,-11.865,,0.475,,9,M18,UV,kpc,Absolute
1345,-15.455,,0.106,,9,M18,UV,kpc,Absolute
1346,-11.179,,0.079,,9,M18,UV,kpc,Absolute
1347,-12.312,,0.117,,9,M18,UV,kpc,Absolute
1348,-8.766,,0.082,,9,M18,UV,kpc,Absolute
1349,-8.397,,0.172,,9,M18,UV,kpc,Absolute
1350,-10.152,,0.093,,9,M18,UV,kpc,Absolute
1351,-19.586,,0.604,,10,M18,UV,kpc,Absolute
1352,-18.234,,0.521,,10,M18,UV,kpc,Absolute
1353,-17.248,,0.151,,10,M18,UV,kpc,Absolute
1354,-17.316,,0.127,,10,M18,UV,kpc,Absolute
1355,-15.863,,0.047,,10,M18,UV,kpc,Absolute
1356,-14.512,,0.240,,10,M18,UV,kpc,Absolute
1357,-13.336,,0.454,,10,M18,UV,kpc,Absolute
1358,-16.292,,0.091,,10,M18,UV,kpc,Absolute
1359,-16.944,,0.221,,10,M18,UV,kpc,Absolute
1360,-17.086,,0.268,,10,M18,UV,kpc,Absolute
1361,-15.112,,0.130,,10,M18,UV,kpc,Absolute
1362,-15.658,,0.140,,10,M18,UV,kpc,Absolute
1363,-14.665,,0.354,,10,M18,UV,kpc,Absolute
1364,-13.756,,0.020,,10,M18,UV,kpc,Absolute
1365,-15.690,,0.147,,10,M18,UV,kpc,Absolute
1366,-15.637,,0.081,,10,M18,UV,kpc,Absolute
1367,-14.038,,0.079,,10,M18,UV,kpc,Absolute
1368,-16.834,,0.203,,10,M18,UV,kpc,Absolute
1369,-13.383,,0.097,,10,M18,UV,kpc,Absolute
1370,-13.529,,0.476,,10,M18,UV,kpc,Absolute
1371,-14.506,,0.056,,10,M18,UV,kpc,Absolute
1372,-13.594,,0.142,,10,M18,UV,kpc,Absolute
1373,-15.446,,0.170,,10,M18,UV,kpc,Absolute
1374,-13.668,,0.117,,10,M18,UV,kpc,Absolute
1375,-14.166,,0.067,,10,M18,UV,kpc,Absolute
1376,-13.622,,0.192,,10,M18,UV,kpc,Absolute
1377,-12.932,,0.300,,10,M18,UV,kpc,Absolute
1378,-14.646,,0.057,,10,M18,UV,kpc,Absolute
1379,-13.540,,0.055,,10,M18,UV,kpc,Absolute
1380,-13.372,,0.095,,10,M18,UV,kpc,Absolute
1381,-10.535,,0.362,,10,M18,UV,kpc,Absolute
1382,-10.567,,0.542,,10,M18,UV,kpc,Absolute
1383,-13.650,,0.205,,10,M18,UV,kpc,Absolute
1384,-11.938,,0.447,,10,M18,UV,kpc,Absolute
1385,-12.071,,0.364,,10,M18,UV,kpc,Absolute
1386,-12.111,,0.140,,10,M18,UV,kpc,Absolute
1387,-11.334,,0.314,,10,M18,UV,kpc,Absolute
1388,-13.117,,0.282,,10,M18,UV,kpc,Absolute
1389,-14.606,,0.216,,10,M18,UV,kpc,Absolute
1390,-12.423,,0.400,,10,M18,UV,kpc,Absolute
1391,-18.011,,0.390,,10,M18,UV,kpc,Absolute
1392,-18.037,,0.190,,10,M18,UV,kpc,Absolute
1393,-15.396,,0.561,,10,M18,UV,kpc,Absolute
1394,-13.449,,0.360,,10,M18,UV,kpc,Absolute
1395,-13.127,,0.121,,10,M18,UV,kpc,Absolute
1396,-13.813,,0.192,,10,M18,UV,kpc,Absolute
1397,-15.639,,0.075,,10,M18,UV,kpc,Absolute
1398,-13.695,,0.374,,10,M18,UV,kpc,Absolute
1399,-12.547,,0.260,,10,M18,UV,kpc,Absolute
1400,-11.760,,0.299,,10,M18,UV,kpc,Absolute
1401,-14.432,,0.064,,10,M18,UV,kpc,Absolute
1402,-19.189,,0.318,,10,M18,UV,kpc,Absolute
1403,-14.857,,0.281,,10,M18,UV,kpc,Absolute
1404,-14.877,,0.093,,10,M18,UV,kpc,Absolute
1405,-15.164,,0.217,,10,M18,UV,kpc,Absolute
1406,-14.189,,0.153,,10,M18,UV,kpc,Absolute
1407,-14.945,,0.175,,10,M18,UV,kpc,Absolute
1408,-13.802,,0.242,,10,M18,UV,kpc,Absolute
1409,-11.938,,0.199,,10,M18,UV,kpc,Absolute
1410,-14.267,,0.023,,10,M18,UV,kpc,Absolute
1411,-14.225,,0.100,,10,M18,UV,kpc,Absolute
1412,-10.977,,0.129,,10,M18,UV,kpc,Absolute
1413,-14.080,,0.161,,10,M18,UV,kpc,Absolute
1414,-14.072,,0.216,,10,M18,UV,kpc,Absolute
1415,-12.380,,0.234,,10,M18,UV,kpc,Absolute
1416,-17.881,,0.124,,10,M18,UV,kpc,Absolute
1417,-11.538,,0.398,,10,M18,UV,kpc,Absolute
1418,-13.719,,0.229,,10,M18,UV,kpc,Absolute
1419,-12.345,,0.435,,10,M18,UV,kpc,Absolute
1420,-15.256,,0.115,,10,M18,UV,kpc,Absolute
1421,-15.053,,0.186,,10,M18,UV,kpc,Absolute
1422,-14.218,,0.186,,10,M18,UV,kpc,Absolute
1423,-12.828,,0.245,,10,M18,UV,kpc,Absolute
1424,-12.876,,0.264,,10,M18,UV,kpc,Absolute
1425,-14.816,,0.182,,10,M18,UV,kpc,Absolute
1426,-11.173,,0.210,,10,M18,UV,kpc,Absolute
1427,-9.756,,0.141,,10,M18,UV,kpc,Absolute
1428,-10.200,,0.189,,10,M18,UV,kpc,Absolute
1429,-12.593,,0.068,,10,M18,UV,kpc,Absolute
1430,-9.143,,0.081,,10,M18,UV,kpc,Absolute
1431,-10.543,,0.121,,10,M18,UV,kpc,Absolute
1432,-8.874,,0.258,,10,M18,UV,kpc,Absolute
1433,-14.426,,0.269,,10,M18,UV,kpc,Absolute
1434,-12.941,,0.174,,10,M18,UV,kpc,Absolute
1435,-12.361,,0.143,,10,M18,UV,kpc,Absolute
1436,-13.168,,0.060,,10,M18,UV,kpc,Absolute
1437,-11.840,,0.268,,10,M18,UV,kpc,Absolute
1438,-9.517,,0.234,,10,M18,UV,kpc,Absolute
1439,-11.926,,0.089,,10,M18,UV,kpc,Absolute
1440,-10.073,,0.266,,10,M18,UV,kpc,Absolute
1441,-12.001,,0.050,,10,M18,UV,kpc,Absolute
1442,-9.616,,0.247,,10,M18,UV,kpc,Absolute
1443,-13.874,,0.240,,10,M18,UV,kpc,Absolute
1444,-12.071,,0.490,,10,M18,UV,kpc,Absolute
1445,-11.143,,0.385,,10,M18,UV,kpc,Absolute
1446,-12.492,,0.140,,10,M18,UV,kpc,Absolute
1447,-12.516,,0.024,,10,M18,UV,kpc,Absolute
1448,-8.391,,0.272,,10,M18,UV,kpc,Absolute
1449,-13.734,,0.068,,10,M18,UV,kpc,Absolute
1450,-11.174,,0.082,,10,M18,UV,kpc,Absolute
1451,-9.112,,0.334,,10,M18,UV,kpc,Absolute
1452,-9.985,,0.241,,10,M18,UV,kpc,Absolute
1453,-9.873,,0.320,,10,M18,UV,kpc,Absolute
1454,-10.214,,0.234,,10,M18,UV,kpc,Absolute
1455,-11.431,,0.287,,10,M18,UV,kpc,Absolute
1456,-8.624,,0.195,,10,M18,UV,kpc,Absolute
1457,-11.138,,0.170,,10,M18,UV,kpc,Absolute
1458,-14.225,,0.048,,10,M18,UV,kpc,Absolute
1459,-10.716,,0.000,,10,M18,UV,kpc,Absolute
1460,-12.269,,0.366,,10,M18,UV,kpc,Absolute
1461,-11.422,,0.195,,10,M18,UV,kpc,Absolute
1462,-9.327,,0.058,,10,M18,UV,kpc,Absolute
1463,-9.586,,0.175,,10,M18,UV,kpc,Absolute
1464,-22.6,,0.18,,10.0,MO18,H,arcsec,Absolute
1465,-20.7,,0.17,,8.8,MO18,H,arcsec,Absolute
1466,-21.8,,0.16,,9.0,MO18,H,arcsec,Absolute
1467,-21.73,,0.45,,8.0,B19,UV,kpc,Absolute
1468,-21.80,,1.07,,7.8,B19,UV,kpc,Absolute
1469,-21.82,,0.21,,7.1,B19,UV,kpc,Absolute
1470,-21.79,,0.79,,8.0,B19,UV,kpc,Absolute
1471,-21.83,,0.23,,7.7,B19,UV,kpc,Absolute
1472,-21.64,,0.66,,7.6,B19,UV,kpc,Absolute
1473,-22.1,,0.6,,11.09,O16,H,kpc,Absolute
1474,26.7,,0.75,,9.9,S18,H,kpc,Apparent
1475,-21.8,,0.65,,10,H20,UV,kpc,Absolute
1476,-20.8,,0.8,,10,H20,UV,kpc,Absolute
1477,-20.7,,0.62,,10,H20,UV,kpc,Absolute
1478,-20.65,,0.5,,10,H20,UV,kpc,Absolute
1479,-20.6,,0.4,,10,H20,UV,kpc,Absolute
1480,-17.55,,0.35,,10,H20,UV,kpc,Absolute
1481,-17.45,,0.5,,10,H20,UV,kpc,Absolute
1482,27.83,,0.10,,5.09,H07,UV,arcsec,Apparent
1483,27.05,,0.16,,5.70,H07,UV,arcsec,Apparent
1484,28.36,,0.12,,5.80,H07,UV,arcsec,Apparent
1485,24.51,,0.1749,,3.89,H07,UV,arcsec,Apparent
1486,26.19,,0.14,,4.70,H07,UV,arcsec,Apparent
1487,28.44,,0.07,,5.10,H07,UV,arcsec,Apparent
1487,25.16,,0.16,,5.80,H07,UV,arcsec,Apparent
1487,27.83,,0.10,,5.20,H07,UV,arcsec,Apparent
1487,26.68,,0.18,,4.90,H07,UV,arcsec,Apparent
1487,27.12,,0.11,,5.00,H07,UV,arcsec,Apparent
1487,27.88,,0.13,,6.60,H07,UV,arcsec,Apparent
1487,27.35,,0.10,,5.90,H07,UV,arcsec,Apparent
1487,25.70,,0.17,,4.60,H07,UV,arcsec,Apparent
1487,27.80,,0.11,,5.30,H07,UV,arcsec,Apparent
1487,27.15,,0.11,,4.80,H07,UV,arcsec,Apparent
1487,27.59,,0.14,,4.90,H07,UV,arcsec,Apparent
1487,27.11,,0.24,,6.10,H07,UV,arcsec,Apparent
1487,27.13,,0.12,,6.00,H07,UV,arcsec,Apparent
1487,27.70,,0.12,,5.60,H07,UV,arcsec,Apparent
1487,26.82,,0.14,,5.60,H07,UV,arcsec,Apparent
1487,27.51,,0.19,,5.90,H07,UV,arcsec,Apparent
1487,27.92,,0.17,,6.40,H07,UV,arcsec,Apparent
1487,28.33,,0.12,,6.10,H07,UV,arcsec,Apparent
1487,28.72,,0.13,,4.70,H07,UV,arcsec,Apparent
1487,27.49,,0.11,,6.00,H07,UV,arcsec,Apparent
1487,27.16,,0.11,,5.00,H07,UV,arcsec,Apparent
1487,26.96,,0.11,,5.00,H07,UV,arcsec,Apparent
1487,27.02,,0.18,,5.10,H07,UV,arcsec,Apparent
1487,27.02,,0.12,,5.50,H07,UV,arcsec,Apparent
1487,27.59,,0.09,,4.75,H07,UV,arcsec,Apparent
1487,26.89,,0.12,,5.40,H07,UV,arcsec,Apparent
1487,26.86,,0.19,,4.60,H07,UV,arcsec,Apparent
1487,26.29,,0.22,,6.00,H07,UV,arcsec,Apparent
1487,27.00,,0.14,,4.90,H07,UV,arcsec,Apparent
1487,26.80,,0.15,,5.00,H07,UV,arcsec,Apparent
1487,25.83,,0.24,,5.00,H07,UV,arcsec,Apparent
1487,26.90,,0.14,,5.00,H07,UV,arcsec,Apparent
1487,26.68,,0.12,,5.80,H07,UV,arcsec,Apparent
1487,27.61,,0.16,,5.70,H07,UV,arcsec,Apparent
1487,24.59,,0.159,,3.79,H07,UV,arcsec,Apparent
1487,25.35,,0.15,,5.40,H07,UV,arcsec,Apparent
1487,27.12,,0.11,,5.80,H07,UV,arcsec,Apparent
1487,25.51,,0.22,,4.80,H07,UV,arcsec,Apparent
1487,25.61,,0.1737,,4.67,H07,UV,arcsec,Apparent
1487,27.5,,0.1497,,6.70,H07,UV,arcsec,Apparent
1487,28.84,,0.12,,5.75,H07,UV,arcsec,Apparent
1487,28.00,,0.12,,6.40,H07,UV,arcsec,Apparent
1487,27.82,,0.18,,6.20,H07,UV,arcsec,Apparent
1487,28.66,,0.17,,5.80,H07,UV,arcsec,Apparent
1487,24.22,,0.2,,3.60,H07,UV,arcsec,Apparent
1487,24.14,,0.3,,4.14,H07,UV,arcsec,Apparent
